	ciprofloxacin	gentamicin	trimethoprim_sulfamethoxazole	imipenem	amikacin	ceftazidime	tobramycin	levofloxacin	carbapenem	ampicillin_sulbactam	tetracycline	meropenem
470.7502	1	1	1	0	1	1	1	1	2	0	1	1
470.7503	1	1	2	0	0	1	2	1	2	1	1	0
470.7504	1	1	2	0	0	1	0	1	2	1	1	0
470.7505	1	1	2	0	0	1	0	1	2	1	1	0
470.7506	1	1	1	0	1	1	1	1	2	0	1	0
470.7507	1	1	2	0	0	1	0	1	2	1	1	0
470.750	1	1	1	1	1	1	1	2	2	1	2	1
470.7511	1	1	1	1	1	1	0	1	2	1	0	1
470.7514	1	1	2	0	0	1	0	1	2	1	1	0
470.7515	1	2	1	2	2	2	2	2	2	1	0	1
470.7516	1	0	0	0	0	0	0	0	2	0	0	0
470.7518	1	1	1	1	0	1	2	1	2	1	1	1
470.751	1	1	1	1	1	1	1	2	2	2	2	1
470.7520	1	1	1	1	1	1	1	1	2	0	1	1
470.7521	1	1	1	0	0	1	0	1	2	1	1	0
470.7525	1	1	1	1	1	1	1	1	2	0	1	1
470.7526	1	1	1	1	1	1	1	1	2	0	1	1
470.7527	1	1	1	0	1	1	1	2	2	0	2	0
470.7529	1	1	1	0	1	1	1	1	2	1	1	0
470.752	1	1	1	1	1	1	1	2	2	1	2	1
470.7531	1	1	1	0	0	2	1	0	2	1	0	0
470.7532	1	1	1	0	0	1	0	1	2	1	1	0
470.7534	1	0	0	0	0	0	0	0	2	0	2	0
470.7535	1	1	1	0	0	1	1	1	2	0	1	0
470.7536	1	1	1	1	0	1	0	1	2	1	1	1
470.7537	1	1	1	0	1	1	1	1	2	0	1	0
470.7538	1	1	1	0	0	1	1	1	2	2	1	0
470.7539	1	1	1	0	1	1	1	1	2	1	1	0
470.753	1	1	1	1	0	1	1	2	2	2	2	1
470.7541	1	1	1	0	1	1	1	1	2	1	1	0
470.7543	1	1	1	0	1	1	1	1	2	1	1	0
470.7544	1	1	1	0	1	1	1	1	2	1	1	0
470.7545	1	1	1	0	0	1	1	0	2	2	1	0
470.7548	1	1	1	0	1	1	1	1	2	1	1	0
470.7549	1	1	1	0	1	1	1	1	2	2	1	0
470.754	1	1	1	1	1	1	1	2	2	1	2	1
470.7550	1	1	1	0	1	1	1	1	2	1	1	0
470.7551	1	1	1	1	0	1	2	1	2	1	1	1
470.7554	1	1	1	0	1	0	1	1	2	0	1	0
470.7555	1	1	1	1	2	1	2	1	2	1	1	1
470.755	1	1	1	1	1	1	1	2	2	1	2	1
470.7561	1	1	1	1	1	1	1	1	2	1	1	1
470.7562	1	1	1	0	1	1	1	1	2	0	1	0
470.7563	1	1	1	1	1	1	1	1	2	1	2	1
470.7564	1	1	0	0	1	1	1	1	2	0	0	0
470.7566	1	1	0	0	0	2	1	2	2	0	0	0
470.7567	1	1	1	0	1	1	1	1	2	0	0	0
470.7568	1	1	1	0	0	1	1	1	2	0	1	0
470.7569	1	1	1	0	0	1	1	1	2	0	1	0
470.756	1	1	1	1	1	1	1	2	2	1	2	1
470.7570	1	1	1	0	1	1	1	1	2	0	1	2
470.7572	1	1	1	0	2	1	1	1	2	0	0	0
470.7573	1	1	1	1	1	1	1	1	2	2	2	1
470.7574	1	2	1	1	1	1	1	1	2	0	1	2
470.7575	1	2	2	1	1	1	1	1	2	0	1	1
470.7578	1	1	1	1	1	1	1	1	2	1	0	1
470.7579	1	1	1	0	1	1	1	1	2	1	1	2
470.757	1	1	1	1	1	1	1	2	2	1	2	1
470.7580	1	1	1	1	0	0	0	1	2	0	2	0
470.7581	1	1	1	1	1	1	1	1	2	2	1	1
470.7582	1	1	1	1	1	1	0	1	2	1	1	1
470.7584	1	1	1	1	1	1	1	1	2	1	2	1
470.7585	1	1	1	1	1	1	0	1	2	1	1	2
470.7586	1	1	1	0	0	1	0	1	2	1	1	2
470.7587	1	2	1	0	0	0	0	1	2	2	1	2
470.7588	1	1	1	0	1	1	1	1	2	1	1	2
470.7589	1	1	1	0	1	1	1	1	2	1	1	2
470.758	1	1	0	0	2	2	1	2	2	0	2	0
470.7590	1	1	1	0	0	1	1	0	2	0	1	2
470.7591	1	1	1	0	1	1	1	1	2	1	1	2
470.7593	1	1	1	0	1	1	1	1	2	0	1	2
470.7595	1	1	1	0	0	1	1	0	2	0	1	2
470.7596	1	1	1	0	1	1	0	1	2	1	1	2
470.7597	1	1	1	0	1	1	1	1	2	2	1	2
470.7599	1	1	1	0	2	1	1	1	2	1	1	2
470.759	1	1	1	1	1	1	1	2	2	1	2	1
470.7601	1	1	1	0	0	2	1	1	2	0	0	2
470.7602	1	1	1	0	0	1	1	1	2	0	1	2
470.7603	1	1	1	1	0	1	0	1	2	1	1	2
470.7604	1	1	1	0	1	1	1	1	2	0	1	2
470.7606	1	1	1	0	0	1	1	1	2	0	1	2
470.7607	1	1	1	0	0	1	1	1	2	0	1	2
470.7608	1	1	1	0	1	1	1	2	2	1	1	2
470.7609	1	1	1	0	0	1	1	1	2	0	1	2
470.760	1	1	1	1	1	1	1	2	2	1	2	1
470.7610	1	1	1	0	1	1	1	1	2	1	1	2
470.7611	1	1	1	0	1	1	1	2	2	0	1	2
470.7612	1	1	1	0	0	1	1	1	2	0	1	2
470.7614	1	1	1	0	1	1	1	1	2	0	1	2
470.7617	1	1	1	0	1	1	1	1	2	0	1	2
470.7618	1	1	1	0	1	1	1	1	2	0	1	2
470.7619	1	1	1	0	0	1	1	2	2	0	1	2
470.761	1	1	1	1	0	1	2	2	2	1	2	1
470.7620	1	1	1	0	1	1	1	1	2	1	1	2
470.7621	1	1	1	0	1	1	1	1	2	0	1	2
470.7622	1	1	1	0	0	1	1	2	2	0	1	2
470.7623	1	1	1	0	1	1	1	1	2	0	1	2
470.7625	1	1	1	0	1	1	1	1	2	0	1	2
470.7626	1	1	1	0	1	1	1	2	2	1	1	2
470.7627	1	1	1	0	1	1	1	1	2	0	1	2
470.7628	1	1	1	0	1	1	1	1	2	1	1	2
470.7629	1	1	1	0	0	1	1	0	2	0	1	2
470.762	1	1	1	1	1	1	1	2	2	0	2	1
470.7630	1	1	1	0	1	1	1	1	2	0	1	2
470.7631	1	1	1	0	1	1	1	1	2	1	1	2
470.7632	1	1	1	2	0	2	2	0	2	0	0	2
470.7634	1	1	1	1	0	2	2	0	2	2	0	2
470.7637	1	1	1	0	1	1	2	1	2	1	1	2
470.7638	1	1	1	0	1	1	1	1	2	0	1	2
470.7639	1	1	1	0	1	1	1	2	2	1	1	2
470.763	1	1	1	1	1	1	1	2	2	1	2	1
470.7640	1	1	1	0	1	1	1	1	2	0	1	2
470.7641	1	1	1	0	0	1	0	1	2	1	1	2
470.7642	1	1	1	0	1	1	1	1	2	0	1	2
470.7643	1	1	1	1	0	1	2	2	2	2	0	2
470.7644	1	1	1	0	1	1	1	1	2	0	1	2
470.7645	1	1	1	0	1	1	1	1	2	0	1	2
470.7646	1	1	1	0	1	1	1	1	2	0	1	2
470.7647	1	1	1	0	1	1	1	1	2	0	1	2
470.7648	1	1	1	0	1	1	1	1	2	0	1	2
470.7649	1	1	1	0	1	1	1	1	2	0	1	2
470.7650	1	1	1	0	1	1	1	1	2	0	1	2
470.7651	1	1	1	0	1	1	1	1	2	1	1	2
470.7652	1	1	1	0	1	1	1	1	2	0	1	2
470.7653	1	2	1	0	2	1	2	2	2	0	2	2
470.7654	1	1	1	0	1	1	1	1	2	1	1	2
470.7655	1	1	1	0	1	1	1	1	2	0	2	2
470.7656	1	1	1	0	1	1	1	1	2	0	1	2
470.7657	1	1	1	0	1	1	1	1	2	0	1	2
470.7658	1	1	1	0	0	1	0	1	2	1	1	2
470.7659	1	1	1	0	1	1	0	1	2	1	1	2
470.765	1	1	1	1	1	1	1	2	2	0	1	1
470.7662	1	1	1	0	1	1	1	1	2	0	1	2
470.7663	1	1	1	0	1	1	1	1	2	0	1	2
470.7664	1	1	1	0	1	1	1	1	2	0	1	2
470.7665	1	1	1	0	0	1	1	2	2	0	1	2
470.7667	1	1	0	0	0	2	1	0	2	0	0	2
470.7668	1	1	1	0	1	1	1	1	2	0	1	2
470.7669	1	1	1	0	0	1	1	1	2	0	1	2
470.7670	1	1	1	0	1	1	1	1	2	1	1	2
470.7671	1	1	1	0	1	1	1	1	2	0	1	2
470.7672	1	1	1	0	0	1	1	1	2	0	1	2
470.7673	1	1	1	0	1	0	1	1	2	0	1	2
470.7676	1	1	1	0	0	1	1	2	2	0	1	2
470.7677	1	1	1	0	0	1	0	1	2	1	1	2
470.7678	1	1	1	0	0	1	1	0	2	1	1	2
470.7679	1	1	1	0	0	1	2	0	2	1	0	2
470.767	1	1	1	0	1	1	1	1	2	0	1	1
470.7680	1	1	1	1	0	1	1	1	2	1	1	2
470.7682	1	1	1	0	0	1	1	2	2	0	1	2
470.7683	1	1	1	0	0	1	1	1	2	0	1	2
470.7685	1	1	1	0	0	1	0	1	2	1	1	2
470.7686	1	1	1	0	1	1	1	2	2	1	1	2
470.7687	1	1	0	0	0	2	1	0	2	0	0	2
470.7688	1	1	1	1	0	1	0	1	2	1	1	2
470.7689	1	1	1	1	0	1	0	1	2	1	1	2
470.768	1	1	1	1	1	1	1	1	2	0	1	1
470.7690	1	1	1	1	0	1	2	1	2	1	1	2
470.7691	1	1	1	1	0	1	0	1	2	1	1	2
470.7692	1	1	1	0	0	1	1	1	2	2	1	2
470.7693	1	1	1	0	0	1	0	0	2	1	1	2
470.7694	1	1	1	0	0	1	0	1	2	1	1	2
470.7695	1	1	1	0	1	1	1	1	2	1	1	2
470.7696	1	1	1	0	0	1	0	1	2	1	1	2
470.7697	1	1	1	0	1	1	1	2	2	1	1	2
470.7698	1	1	1	0	1	1	1	1	2	0	1	2
470.7699	1	1	1	0	1	1	1	1	2	0	1	2
470.7700	1	1	1	0	1	1	1	1	2	0	1	2
470.7701	1	1	0	0	0	1	0	0	2	0	2	2
470.7702	1	1	1	0	1	1	1	1	2	0	1	2
470.7703	1	1	0	0	0	1	1	0	2	1	1	2
470.7704	1	1	1	0	1	1	1	1	2	0	1	2
470.7705	1	1	1	0	1	1	1	1	2	0	1	2
470.7706	1	1	1	0	1	1	1	1	2	1	1	2
470.7707	1	1	1	0	1	1	1	1	2	0	1	2
470.7708	1	1	1	0	0	1	0	1	2	1	1	2
470.7709	1	1	0	1	0	1	2	2	2	2	2	2
470.7710	1	1	1	0	1	1	1	1	2	0	1	2
470.7711	1	1	1	0	1	1	1	1	2	0	1	2
470.7712	1	1	1	0	1	1	1	1	2	0	1	2
470.7713	1	1	1	0	1	1	1	1	2	1	1	2
470.7714	1	1	1	0	1	1	1	1	2	0	1	2
470.7715	1	1	1	0	1	1	1	1	2	0	1	2
470.7716	1	1	1	0	1	0	1	1	2	0	1	2
470.7717	1	1	1	0	1	1	1	1	2	0	1	2
470.7718	1	1	1	2	1	1	1	1	2	0	1	2
470.7719	1	1	0	0	1	1	1	1	2	0	1	2
470.7720	1	1	1	0	0	2	2	2	2	0	0	2
470.7721	1	1	1	0	1	1	1	1	2	0	1	2
470.7722	1	1	1	0	1	0	1	1	2	0	1	2
470.7723	1	1	1	0	1	2	2	1	2	1	1	2
470.7724	1	1	1	0	1	1	1	1	2	1	1	2
470.7725	1	1	1	0	1	1	1	1	2	0	1	2
470.7726	1	1	1	0	0	1	2	0	2	2	0	2
470.7727	1	1	1	0	0	1	0	1	2	1	1	2
470.7728	1	1	1	1	0	1	2	2	2	2	0	2
470.7729	1	1	1	0	1	1	1	1	2	0	1	2
470.7730	1	1	1	0	0	2	0	1	2	1	1	2
470.7731	1	1	1	0	1	1	1	1	2	1	1	2
470.7732	1	1	1	0	0	1	1	1	2	0	2	2
470.7733	1	1	1	0	1	2	2	1	2	1	1	2
470.7734	1	1	1	0	1	1	1	1	2	1	1	2
470.7735	1	1	1	0	0	1	1	1	2	0	1	2
