	tetracycline	trimethoprim_sulfamethoxazole	clindamycin	ciprofloxacin	methicillin	oxacillin	gentamicin	erythromycin	penicillin
1413483.3	2	2	2	2	0	2	2	2	2
1413489.3	2	2	2	2	0	2	2	2	2
1413490.3	2	2	2	2	0	2	2	2	2
1413491.3	2	2	2	2	0	2	2	2	2
1413492.3	2	2	2	2	0	2	2	2	2
1413493.3	2	2	2	2	0	2	2	2	2
1413494.3	2	2	2	2	0	2	2	2	2
1413495.3	2	2	2	2	0	2	2	2	2
1413496.3	2	2	2	2	0	2	2	2	2
1413497.3	2	2	2	2	0	2	2	2	2
1413498.3	2	2	2	2	0	2	2	2	2
1413499.3	2	2	2	2	0	2	2	2	2
1413500.3	2	2	2	2	0	2	2	2	2
1413501.3	2	2	2	2	0	2	2	2	2
1413502.3	2	2	2	2	0	2	2	2	2
1413503.3	2	2	2	2	0	2	2	2	2
1413504.3	2	2	2	2	0	2	2	2	2
1413505.3	2	2	2	2	0	2	2	2	2
1413506.3	2	2	2	2	0	2	2	2	2
1413507.3	2	2	2	2	0	2	2	2	2
1413508.3	2	2	2	2	0	2	2	2	2
1413509.3	2	2	2	2	0	2	2	2	2
1413510.3	2	2	2	2	0	2	2	2	2
1413511.3	2	2	2	2	0	2	2	2	2
1413512.3	2	2	2	2	0	2	2	2	2
1413582.3	2	2	2	2	0	2	2	2	2
1413583.3	2	2	2	2	0	2	2	2	2
1413584.3	2	2	2	2	0	2	2	2	2
1413585.3	2	2	2	2	0	2	2	2	2
1413589.3	2	2	2	2	0	2	2	2	2
1413590.3	2	2	2	2	0	2	2	2	2
1413593.3	2	2	2	2	0	2	2	2	2
1413594.3	2	2	2	2	0	2	2	2	2
1413598.3	2	2	2	2	0	2	2	2	2
1413602.3	2	2	2	2	0	2	2	2	2
1413604.3	2	2	2	2	0	2	2	2	2
1413605.3	2	2	2	2	0	2	2	2	2
1413606.3	2	2	2	2	0	2	2	2	2
1413607.3	2	2	2	2	0	2	2	2	2
1413608.3	2	2	2	2	0	2	2	2	2
1413609.3	2	2	2	2	0	2	2	2	2
1422752.3	2	2	2	2	0	2	2	2	2
1422753.3	2	2	2	2	0	2	2	2	2
1422754.3	2	2	2	2	0	2	2	2	2
1422755.3	2	2	2	2	0	2	2	2	2
1422756.3	2	2	2	2	0	2	2	2	2
1422757.3	2	2	2	2	0	2	2	2	2
1422758.3	2	2	2	2	0	2	2	2	2
1422759.3	2	2	2	2	0	2	2	2	2
1422760.3	2	2	2	2	0	2	2	2	2
1422761.3	2	2	2	2	0	2	2	2	2
1422762.3	2	2	2	2	0	2	2	2	2
1422763.3	2	2	2	2	0	2	2	2	2
1422764.3	2	2	2	2	0	2	2	2	2
1422765.3	2	2	2	2	0	2	2	2	2
1422766.3	2	2	2	2	0	2	2	2	2
1422767.3	2	2	2	2	0	2	2	2	2
1422768.3	2	2	2	2	0	2	2	2	2
1422769.3	2	2	2	2	0	2	2	2	2
1422770.3	2	2	2	2	0	2	2	2	2
1422771.3	2	2	2	2	0	2	2	2	2
1422772.3	2	2	2	2	0	2	2	2	2
1422773.3	2	2	2	2	0	2	2	2	2
1422774.3	2	2	2	2	0	2	2	2	2
1422775.3	2	2	2	2	0	2	2	2	2
1422777.3	2	2	2	2	0	2	2	2	2
1422778.3	2	2	2	2	0	2	2	2	2
1422779.3	2	2	2	2	0	2	2	2	2
1422780.3	2	2	2	2	0	2	2	2	2
1422781.3	2	2	2	2	0	2	2	2	2
1422782.3	2	2	2	2	0	2	2	2	2
1422783.3	2	2	2	2	0	2	2	2	2
1422784.3	2	2	2	2	0	2	2	2	2
1422785.3	2	2	2	2	0	2	2	2	2
1422786.3	2	2	2	2	0	2	2	2	2
1422787.3	2	2	2	2	0	2	2	2	2
1422788.3	2	2	2	2	0	2	2	2	2
1422789.3	2	2	2	2	0	2	2	2	2
1422790.3	2	2	2	2	0	2	2	2	2
1422791.3	2	2	2	2	0	2	2	2	2
1422792.3	2	2	2	2	0	2	2	2	2
1422793.3	2	2	2	2	0	2	2	2	2
1422794.3	2	2	2	2	0	2	2	2	2
1422795.3	2	2	2	2	0	2	2	2	2
1422796.3	2	2	2	2	0	2	2	2	2
1422797.3	2	2	2	2	0	2	2	2	2
1422798.3	2	2	2	2	0	2	2	2	2
1422799.3	2	2	2	2	0	2	2	2	2
1422800.3	2	2	2	2	0	2	2	2	2
1422801.3	2	2	2	2	0	2	2	2	2
1422802.3	2	2	2	2	0	2	2	2	2
1422803.3	2	2	2	2	0	2	2	2	2
1422804.3	2	2	2	2	0	2	2	2	2
1422805.3	2	2	2	2	0	2	2	2	2
1422806.3	2	2	2	2	0	2	2	2	2
1422807.3	2	2	2	2	0	2	2	2	2
1422809.3	2	2	2	2	0	2	2	2	2
1422810.3	2	2	2	2	0	2	2	2	2
1422812.3	2	2	2	2	0	2	2	2	2
1422813.3	2	2	2	2	0	2	2	2	2
904314.5	2	2	2	2	0	2	2	2	2
904319.3	2	2	2	2	0	2	2	2	2
904322.3	2	2	2	2	0	2	2	2	2
904328.3	2	2	2	2	0	2	2	2	2
904330.3	2	2	2	2	0	2	2	2	2
904334.4	2	2	2	2	0	2	2	2	2
904336.3	2	2	2	2	0	2	2	2	2
904338.3	2	2	2	2	0	2	2	2	2
904339.3	2	2	2	2	0	2	2	2	2
904341.3	2	2	2	2	0	2	2	2	2
904343.3	2	2	2	2	0	2	2	2	2
904344.3	2	2	2	2	0	2	2	2	2
904345.3	2	2	2	2	0	2	2	2	2
904346.3	2	2	2	2	0	2	2	2	2
904347.3	2	2	2	2	0	2	2	2	2
1283.458	2	2	2	2	2	1	2	2	2
