	isoniazid	rifampin	ethambutol	pyrazinamide	amikacin	capreomycin	ethionamide	kanamycin	ofloxacin	para_aminosalicylic_acid	streptomycin	moxifloxacin	prothionamide	cycloserine	rifabutin	pyrazinamide_nicotinamide	nicotinamide
GCA_000669975.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000669995.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670015.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670035.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675315.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675335.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675355.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675375.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675395.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675415.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000675435.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675455.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675475.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675495.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670055.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675515.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675535.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675575.1	1	1	1	2	2	1	1	0	1	2	1	2	2	2	2	2	2
GCA_000675595.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675615.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000675635.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670075.1	1	1	0	2	2	0	0	2	0	2	0	2	2	2	2	2	2
GCA_000675655.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000675675.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675695.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675715.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675735.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675755.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675775.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675795.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675815.1	1	1	0	2	2	2	2	1	2	2	0	2	2	2	2	2	2
GCA_000675835.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000670095.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675855.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675875.1	1	1	1	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675895.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675915.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675935.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675955.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675975.1	1	1	1	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675995.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676015.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676035.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000670115.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676055.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676075.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676095.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676115.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676135.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676155.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676175.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676195.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676215.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676235.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000670135.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676255.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676275.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676295.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676315.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676335.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676355.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676375.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000676395.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676415.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676435.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670155.1	1	1	0	2	2	2	0	2	0	2	2	2	2	2	2	2	2
GCA_000676455.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676475.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676495.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676515.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000676535.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000676555.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676575.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676595.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676615.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676635.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000670175.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676675.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676695.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676715.1	1	1	1	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676735.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676755.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676775.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676795.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000676815.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676835.1	1	1	0	2	2	2	2	1	2	2	0	2	2	2	2	2	2
GCA_000670195.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676855.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676875.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676895.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000676935.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670215.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676955.1	1	1	0	2	2	0	0	2	0	2	1	2	2	2	2	2	2
GCA_000676975.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000676995.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677035.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677055.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677075.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677095.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677115.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670235.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677135.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670255.1	1	1	0	2	2	0	0	2	0	2	0	2	2	2	2	2	2
GCA_000670275.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670295.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670315.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670335.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000670355.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670375.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670395.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670415.1	1	1	1	2	2	0	1	2	0	2	1	2	2	2	2	2	2
GCA_000670435.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670455.1	1	1	0	2	2	1	1	2	1	2	1	2	2	2	2	2	2
GCA_000670475.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670495.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670515.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670535.1	1	1	1	2	2	0	0	2	0	2	2	2	2	2	2	2	2
GCA_000670555.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670575.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670595.1	1	1	0	2	2	2	0	2	0	2	2	2	2	2	2	2	2
GCA_000670615.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670635.1	1	1	0	2	2	0	0	2	0	2	0	2	2	2	2	2	2
GCA_000670655.1	1	1	0	2	2	0	0	2	0	2	1	2	2	2	2	2	2
GCA_000670675.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670695.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670715.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670735.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670755.1	1	1	0	2	2	0	0	2	0	2	0	2	2	2	2	2	2
GCA_000670775.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670795.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670815.1	1	1	0	2	2	0	0	2	0	2	0	2	2	2	2	2	2
GCA_000670835.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000706165.1	1	1	0	2	2	0	0	2	0	2	0	2	2	2	2	2	2
GCA_000670855.1	1	1	1	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000658315.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670875.1	1	1	0	2	2	2	0	2	0	2	2	2	2	2	2	2	2
GCA_000670895.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670915.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000670935.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670955.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000670975.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000670995.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000671015.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671035.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671055.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671075.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000671095.1	1	1	1	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000671115.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671135.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671155.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000671175.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671195.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000671215.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671235.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000671255.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000671275.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000658835.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000674875.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000674895.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000674915.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000674935.1	1	1	1	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000674955.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000674975.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000674995.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675015.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000675035.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675055.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675075.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675095.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675115.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675135.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675155.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675175.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675195.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675215.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000675235.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675255.1	1	1	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2
GCA_000675275.1	1	1	0	2	2	2	2	0	2	2	1	2	2	2	2	2	2
GCA_000675295.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000659085.1	1	1	1	1	2	0	1	1	1	2	1	2	2	2	2	2	1
GCA_000661085.1	1	0	0	2	2	0	0	0	1	2	1	2	2	2	2	2	1
GCA_000659165.1	1	1	0	2	2	0	0	0	0	2	0	2	2	2	2	2	0
GCA_000671815.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000671835.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000659285.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000671855.1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1
GCA_000671875.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000671895.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000671915.1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1
GCA_000671935.1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1
GCA_000671955.1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1
GCA_000671975.1	1	1	1	2	2	0	1	0	1	2	1	1	2	2	2	2	1
GCA_000671995.1	1	1	1	2	2	0	1	0	1	2	1	2	2	2	2	2	1
GCA_000672015.1	1	1	0	2	2	0	0	1	0	2	1	2	2	2	2	2	0
GCA_000672035.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672055.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672075.1	1	1	1	2	2	0	1	0	1	2	1	1	2	2	2	2	1
GCA_000659385.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672095.1	1	1	1	2	2	0	1	1	1	2	1	2	2	2	2	2	1
GCA_000659425.1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672115.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672135.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672155.1	1	1	1	2	2	0	0	1	1	2	0	2	2	2	2	2	2
GCA_000672175.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672195.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000672215.1	1	1	1	2	2	0	1	1	1	2	1	2	2	2	2	2	1
GCA_000672255.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000659785.1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1
GCA_000659825.1	1	1	1	1	2	0	0	0	1	2	1	2	2	2	2	2	1
GCA_000672275.1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1
GCA_000672295.1	1	1	1	2	2	0	1	0	1	2	1	2	2	2	2	2	1
GCA_000672315.1	1	1	1	2	2	0	0	0	0	2	1	2	2	2	2	2	1
GCA_000672455.1	1	1	1	2	2	0	1	1	0	2	0	2	2	2	2	2	0
GCA_000672335.1	1	1	1	2	2	0	1	1	0	2	0	2	2	2	2	2	0
GCA_000672355.1	1	1	1	2	2	0	1	1	0	2	0	2	2	2	2	2	0
GCA_000672375.1	1	1	1	2	2	0	1	1	0	2	0	2	2	2	2	2	0
GCA_000672395.1	1	1	1	2	2	1	1	1	1	2	0	2	2	2	2	2	1
GCA_000672415.1	1	1	1	2	2	0	1	0	1	2	0	2	2	2	2	2	1
GCA_000659925.1	1	1	1	1	2	0	0	0	0	2	1	2	2	2	2	2	1
GCA_000672435.1	1	1	1	2	2	0	1	0	0	2	1	2	2	2	2	2	1
GCA_000651415.1	1	0	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000672795.1	1	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651975.1	1	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672835.1	1	0	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000672855.1	1	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000673135.1	1	0	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673155.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000673175.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673195.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673215.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000672995.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000673015.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000673055.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000673235.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673255.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673415.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673275.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673295.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673315.1	1	0	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673395.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673075.1	1	1	2	2	2	2	2	1	0	2	0	2	2	2	2	2	2
GCA_000673335.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673355.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673375.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000673095.1	1	0	2	2	2	2	2	1	0	2	0	2	2	2	2	2	2
GCA_000673115.1	1	1	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000652395.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652435.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652455.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000652475.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000658575.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000652495.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652515.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000652535.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652555.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000652575.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652595.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652615.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000652635.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652655.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000653855.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652675.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652695.1	1	1	2	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000652715.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000652735.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000652755.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000652775.1	1	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652795.1	1	1	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2
GCA_000653875.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653935.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000658695.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653955.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000658715.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653995.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000654015.1	1	1	2	2	2	2	2	1	1	2	0	2	2	2	2	2	2
GCA_000654035.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000654055.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000658735.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000654095.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000658755.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000654115.1	1	1	2	2	2	2	2	1	1	2	0	2	2	2	2	2	2
GCA_000654155.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000658775.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000654175.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000654195.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000654215.1	1	1	2	2	2	2	2	1	1	2	0	2	2	2	2	2	2
GCA_000706565.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000656695.1	1	1	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000656735.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000656755.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000656795.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000656855.1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000656875.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000656895.1	1	1	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000658795.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000656915.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000656975.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000656995.1	1	0	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000657015.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000658815.1	1	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000657035.1	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000652875.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000658595.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652895.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000652915.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652955.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000652995.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000653015.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653035.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653095.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653115.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653155.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653175.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653195.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653235.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
