	isoniazid	rifampin	ethambutol	pyrazinamide	amikacin	capreomycin	ethionamide	kanamycin	ofloxacin	para_aminosalicylic_acid	streptomycin	moxifloxacin	prothionamide	cycloserine	rifabutin	pyrazinamide_nicotinamide	nicotinamide
GCA_001327635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001391415.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393895.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395495.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328195.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328075.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395235.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001392795.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001327855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001393535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396155.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394175.1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394575.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001394395.1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394795.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395555.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396195.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395995.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395795.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328235.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001394475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395595.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001395135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001155985.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001158445.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001148065.1	0	0	0	0	2	0	0	0	2	0	0	2	2	2	2	2	2
GCA_001396795.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001396755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396695.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397495.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397295.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397335.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397315.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397235.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397215.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397175.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397195.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397135.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397155.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397095.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397815.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397795.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001397775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397735.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397695.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397515.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397575.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328555.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397595.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397655.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397675.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328515.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397455.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397415.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397115.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397075.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396835.1	0	0	0	0	0	0	2	2	1	2	0	0	2	2	2	2	2
GCA_001396935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396895.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396875.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396995.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396955.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396535.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328355.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396655.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396675.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396555.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396575.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396595.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396615.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396335.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396235.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001328335.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396275.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396255.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396295.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396315.1	0	0	0	0	0	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001398055.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001398075.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397935.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397955.1	0	0	0	0	2	2	2	2	0	0	1	2	2	2	2	2	2
GCA_001397895.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397915.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001398015.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001398035.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397975.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397995.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397855.1	0	0	0	0	0	0	2	2	2	2	0	2	2	2	2	2	2
GCA_001397375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001397355.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396355.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396455.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001396475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396495.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396375.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396395.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396415.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396435.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001396815.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328455.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001328475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001090305.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001376635.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377075.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322585.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377575.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383895.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383415.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382875.1	0	0	1	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001386195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001387915.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388535.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001326045.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389335.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386895.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001397555.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000659185.1	0	1	1	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660225.1	0	0	0	2	2	2	0	2	1	0	0	2	2	2	2	2	2
GCA_000661855.1	0	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000668235.1	0	0	0	2	2	2	0	2	0	0	0	2	2	2	2	2	2
GCA_000669295.1	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0	2	2
GCA_001122345.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001144605.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001117725.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001155105.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001128865.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350655.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001111525.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001173105.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001138485.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001156445.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350595.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001088225.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350855.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001102605.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001174265.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001151565.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001143165.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001143545.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001172865.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001097325.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350715.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001102685.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001131785.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350635.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001131705.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001134265.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001094405.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350575.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001133345.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001163485.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001152945.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350475.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001172005.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001350755.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001103985.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001168805.1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000653695.1	0	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652075.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651775.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672735.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651795.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652155.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651535.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652375.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653495.1	0	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672715.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672635.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651735.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652215.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672535.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651955.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672675.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000661615.1	0	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000651635.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672755.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000673495.1	0	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672235.1	0	1	0	1	2	0	0	0	0	2	0	2	2	2	2	2	1
GCA_000660265.1	0	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000652115.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000661815.1	0	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661735.1	0	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661555.1	0	1	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000652315.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651435.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000659305.1	0	1	1	1	2	0	1	0	1	2	1	1	2	2	2	1	1
GCA_000652095.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651835.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000672575.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000660325.1	0	0	0	0	2	0	1	0	0	2	1	2	2	2	2	0	0
GCA_000659025.1	0	1	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000672895.1	0	1	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000656955.1	0	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000652295.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000651515.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000660285.1	0	1	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000651755.1	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000661385.1	0	1	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661835.1	0	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000663725.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663585.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664985.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665685.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664405.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665265.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664285.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665525.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663905.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663785.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663685.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663965.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000662765.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665345.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663845.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663165.1	0	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000663465.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663745.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000658375.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664645.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664045.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000681035.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000680775.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000680075.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000655255.1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000660385.1	0	1	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661105.1	0	0	0	2	2	0	1	1	0	2	0	2	2	2	2	0	0
GCA_000661635.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661655.1	0	0	0	0	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661675.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661695.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661715.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661755.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661775.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000661795.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660565.1	0	1	1	1	2	0	0	1	1	2	1	2	2	2	2	1	0
GCA_000657835.1	0	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000661595.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	0	0
GCA_000660585.1	0	1	0	1	2	0	0	0	1	2	0	2	2	2	2	1	0
GCA_000662355.1	0	0	0	2	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000660245.1	0	1	1	1	2	0	1	0	0	2	1	2	2	2	2	1	0
GCA_000661145.1	0	0	0	2	2	0	0	0	0	2	0	2	2	2	2	1	1
GCA_000660365.1	0	0	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0
GCA_000666025.1	0	0	0	1	0	0	0	0	2	0	0	2	2	0	2	2	2
GCA_000666085.1	0	0	0	0	0	0	0	0	2	0	0	2	2	0	2	2	2
GCA_000666145.1	0	0	0	0	0	0	0	0	2	0	0	2	2	0	2	2	2
GCA_001379595.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323365.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380475.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000669835.1	0	0	0	2	2	2	0	2	2	2	0	2	2	2	2	2	2
GCA_000669815.1	0	0	0	2	2	2	0	2	2	2	0	2	2	2	2	2	2
GCA_000677255.1	0	0	0	2	2	2	2	2	0	2	0	2	2	2	2	2	2
GCA_000677455.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000677615.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678035.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678095.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678395.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678695.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678995.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000679395.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000705885.1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000669715.1	0	0	0	2	2	2	0	2	0	0	0	2	2	2	2	2	2
GCA_000665645.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665285.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665305.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000706045.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665665.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665365.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665385.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665705.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665725.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665565.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665585.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665445.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665465.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665485.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665505.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665605.1	0	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
