	methicillin	clindamycin	erythromycin	penicillin	ciprofloxacin	gentamicin	tetracycline	cefoxitin	levofloxacin	oxacillin	trimethoprim_sulfamethoxazole	moxifloxacin	penicillin_clavulanic_acid
GCA_027203085.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027243085.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203025.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202945.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202925.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201145.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201085.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196025.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192025.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201025.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201005.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192005.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191975.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200945.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201245.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191925.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191945.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196005.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027201285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200085.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200025.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195925.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199925.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199245.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199165.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199145.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199025.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199005.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198945.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195045.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195005.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196245.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195795.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027203125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194945.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192245.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194905.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027242965.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194865.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196215.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195765.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194845.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196165.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194825.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194805.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195885.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196145.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194785.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194745.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194725.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027198445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191245.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194685.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191265.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027205365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194665.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194985.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194645.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194625.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196065.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191145.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194605.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194585.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194565.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027202325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194545.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194525.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194445.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195425.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194485.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194465.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194405.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194345.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195385.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027196105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194365.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194305.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027199185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195325.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027200205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027195285.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194225.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194205.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027191085.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027192125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_027194125.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000746505.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001354535.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001354375.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001354435.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001270705.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001351775.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352055.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352595.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353235.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352655.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352815.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352235.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000982775.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353415.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353935.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353435.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001354035.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353295.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352675.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353315.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001352395.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353215.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001351835.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001353195.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001351695.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002310435.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001457115.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001457175.1	1	2	2	2	2	2	2	2	2	2	2	2	2
