	methicillin	clindamycin	erythromycin	penicillin	ciprofloxacin	gentamicin	tetracycline	cefoxitin	levofloxacin	oxacillin	trimethoprim_sulfamethoxazole	moxifloxacin	penicillin_clavulanic_acid
GCA_032332335.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032331295.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032329075.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032328215.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032330855.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_031776225.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032331175.2	2	1	1	2	0	0	1	2	0	1	0	0	2
GCA_032329305.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032332035.2	2	1	1	1	1	0	1	2	1	0	0	1	2
GCA_032332435.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032331415.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_040556505.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030649555.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030649535.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030651555.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030649545.1	2	1	1	2	2	0	2	2	2	1	1	2	2
GCA_040255005.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_040255015.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_034425135.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_040234115.1	2	1	1	2	2	1	2	2	2	1	1	2	2
GCA_040234245.1	2	1	1	2	2	1	2	2	2	1	1	2	2
GCA_031766795.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_031835035.2	2	1	1	2	0	0	1	2	0	0	0	0	2
GCA_031835355.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_031766895.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032120455.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032121195.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032121755.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032121795.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032121855.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032122775.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_033726435.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034497765.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034515605.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034511535.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034512495.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034512575.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034497785.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034511595.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_033726875.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_034497745.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_033985535.2	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_033985435.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_040267795.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_040438755.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038096205.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_034554905.2	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038096225.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038129325.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_034554895.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_034554835.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_036689715.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_034425115.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_045288415.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_049200375.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037045985.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037045965.2	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_037095035.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037084145.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037083945.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037199595.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038396875.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_037137095.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037217645.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_040234425.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_037218625.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_037890645.1	2	1	1	2	2	0	2	2	2	1	1	2	2
GCA_037120235.2	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_039134645.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_037951045.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038396895.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_037414495.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038975275.1	2	1	1	2	2	1	2	2	2	1	1	2	2
GCA_045288655.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_039848555.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038672395.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038096285.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_051148695.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038096215.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_040209845.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038973465.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038115185.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038396915.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038396955.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_038406575.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_038048995.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038096235.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038449135.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_040114735.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_039764645.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038673175.1	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_038696475.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_040070515.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_039537725.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_045288835.1	2	1	1	2	2	1	2	2	2	1	0	2	2
GCA_045689565.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_045288975.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_038024215.1	2	1	1	2	2	1	2	2	2	1	1	2	2
GCA_036697825.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_036631685.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_036667195.1	2	1	1	2	1	0	0	2	1	0	0	1	2
GCA_036631725.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_036631865.1	2	1	1	2	1	0	0	2	1	0	0	1	2
GCA_036668535.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_036631745.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_036669275.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_036631915.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038081215.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038079265.1	2	1	1	2	1	0	0	2	1	0	0	1	2
GCA_038079355.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038079245.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038079345.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038079335.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038512495.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_039518855.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_038509245.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_900125435.1	2	0	0	1	2	2	2	2	2	2	2	2	2
GCA_000626615.3	2	0	0	1	0	0	1	2	2	2	0	2	2
GCA_900125365.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127795.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125375.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125385.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900127805.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125405.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125415.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125425.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125445.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125455.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125465.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125475.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125485.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127845.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125495.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900127835.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125525.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125535.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125515.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125555.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125545.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125565.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125575.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127825.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125585.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125595.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127855.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125605.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125615.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125625.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127865.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125635.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900125645.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125655.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125665.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127875.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125675.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900127895.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125695.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127885.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125705.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125715.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125725.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125735.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127915.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125835.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125965.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126065.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128045.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126245.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126335.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900126495.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127925.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900127945.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900127935.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125845.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125855.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125865.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127955.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125875.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125885.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125895.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127965.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127975.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127985.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127995.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125915.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128005.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125925.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125935.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125945.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125955.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125975.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125985.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125995.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126005.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126015.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126025.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126035.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900128015.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126045.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900126055.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126075.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126085.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126095.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126105.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126115.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128035.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126125.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126135.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126145.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126155.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126165.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126175.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126185.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126195.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126205.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128055.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126215.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126225.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126235.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126255.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900126275.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126285.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900126295.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126305.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126325.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128065.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128075.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126345.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126355.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126365.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126385.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126395.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128085.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900126405.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128095.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128105.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900126425.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126435.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126445.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126465.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126475.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126485.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128115.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127635.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900124725.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124815.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124895.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900124995.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125095.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125175.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125275.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125355.1	2	0	1	1	2	0	2	0	0	0	0	2	2
GCA_900127645.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124665.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124655.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127655.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900124675.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124685.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124695.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124705.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124715.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124735.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124745.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124755.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124765.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124775.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124785.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127685.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124795.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127665.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124805.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124825.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900124835.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127705.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124845.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127695.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127715.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124855.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124865.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124875.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124905.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124915.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124925.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127725.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124945.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124955.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124965.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900124975.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125005.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125015.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125025.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125035.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900125045.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127735.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125065.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125085.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125075.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900127745.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125105.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125115.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125125.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125145.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125135.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125165.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127755.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125155.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127765.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125185.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125195.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125205.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125215.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125225.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125235.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125245.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125255.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125265.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900127775.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125285.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125295.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125305.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900125315.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125335.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125345.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126505.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126575.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126635.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126715.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126925.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900127015.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128375.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900128125.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126515.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126535.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128135.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900126755.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128285.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900128295.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900128315.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900127105.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125755.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125775.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125765.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125785.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_900125795.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900127905.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125805.1	2	0	0	0	2	0	2	0	0	0	0	2	2
GCA_900125815.1	2	0	0	1	2	0	2	0	0	0	1	2	2
GCA_900125825.1	2	0	0	1	2	0	2	0	0	0	0	2	2
GCA_000626875.1	2	0	1	2	0	0	0	2	2	1	0	2	2
GCA_000626895.1	2	0	1	1	0	0	0	2	2	0	0	2	2
GCA_000247395.2	2	0	1	2	1	0	0	2	2	1	0	2	2
GCA_000260035.1	2	0	1	2	0	0	0	2	2	1	0	2	2
GCA_015619305.3	2	0	0	2	1	0	0	2	1	2	0	1	2
GCA_003193725.1	2	0	1	2	2	0	0	1	1	2	0	2	2
GCA_003260525.1	2	0	2	1	2	1	1	1	1	1	1	2	2
GCA_003203655.1	2	0	0	1	2	0	0	0	0	0	0	2	2
GCA_003193685.1	2	0	0	1	2	0	0	1	1	1	0	2	2
GCA_003193965.1	2	0	1	1	2	0	0	1	1	1	0	2	2
GCA_003203595.1	2	0	1	1	2	0	0	1	0	1	0	2	2
GCA_003073775.1	2	0	0	1	2	0	0	1	1	0	0	2	2
GCA_003073755.1	2	0	0	1	2	0	0	0	0	0	0	2	2
GCA_003073635.1	2	0	0	1	2	0	0	1	1	0	0	2	2
GCA_003193765.1	2	0	0	1	2	0	0	1	0	0	0	2	2
GCA_003193785.1	2	0	1	1	2	0	0	1	0	1	0	2	2
GCA_003288395.1	2	0	1	1	2	0	0	1	0	1	0	2	2
GCA_002925605.1	2	0	0	2	0	0	0	2	0	0	0	0	2
GCA_002925615.1	2	0	0	2	0	1	0	0	2	2	0	0	2
GCA_003017755.1	2	0	0	2	0	0	0	2	0	0	0	0	2
GCA_003017735.1	2	0	0	2	0	0	0	2	0	0	0	0	2
GCA_026868795.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026872155.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868715.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026863695.1	2	0	2	2	2	2	2	2	1	1	0	2	2
GCA_026872115.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868675.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868655.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868615.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026863675.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868635.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026863655.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868575.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026868555.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026872095.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026872055.1	2	0	2	2	2	2	2	2	0	0	0	2	2
GCA_026872015.1	2	0	2	2	2	2	2	2	1	0	0	2	2
GCA_026868515.1	2	0	2	2	2	2	2	2	0	0	0	2	2
