	cefixime	penicillin	azithromycin	ciprofloxacin	tetracycline	erythromycin
GCA_042296765.1	0	1	2	0	0	2
GCA_042294065.1	0	1	2	0	1	2
GCA_042296845.1	0	1	2	0	0	2
GCA_042298935.1	0	1	2	1	1	2
GCA_042298735.1	0	1	2	1	1	2
GCA_042297035.1	0	1	2	0	1	2
GCA_042297135.1	0	1	2	0	1	2
GCA_042297215.1	0	1	2	0	0	2
GCA_042293685.1	0	1	2	0	0	2
GCA_042293545.1	0	1	2	0	1	2
GCA_042293325.1	0	1	2	1	1	2
GCA_042298455.1	0	1	2	0	0	2
GCA_042298415.1	0	1	2	0	0	2
GCA_042298395.1	0	1	2	0	0	2
GCA_042298355.1	0	1	2	0	1	2
GCA_042298375.1	0	1	2	0	0	2
GCA_042298335.1	0	1	2	0	0	2
GCA_042298315.1	0	1	2	0	0	2
GCA_042298295.1	0	1	2	0	0	2
GCA_042298235.1	0	1	2	0	0	2
GCA_042298215.1	0	1	2	0	1	2
GCA_042298255.1	0	1	2	1	1	2
GCA_042298135.1	0	1	2	1	1	2
GCA_042297515.1	0	1	2	0	1	2
GCA_042297495.1	0	1	2	0	0	2
GCA_042298175.1	0	1	2	0	0	2
GCA_042298195.1	0	1	2	1	0	2
GCA_042298115.1	0	1	2	1	0	2
GCA_042299575.1	0	1	2	0	1	2
GCA_042297535.1	0	1	2	0	0	2
GCA_042297595.1	0	1	2	1	1	2
GCA_042297555.1	0	1	2	1	1	2
GCA_042297565.1	0	1	2	1	1	2
GCA_042297615.1	0	1	2	0	0	2
GCA_042297635.1	0	1	2	0	0	2
GCA_042297675.1	0	1	2	1	1	2
GCA_042297655.1	0	1	2	1	1	2
GCA_042297695.1	0	1	2	0	0	2
GCA_042297735.1	0	1	2	0	1	2
GCA_042297755.1	0	1	2	0	1	2
GCA_042297815.1	0	1	2	0	0	2
GCA_042297775.1	0	1	2	0	1	2
GCA_042297835.1	0	1	2	0	0	2
GCA_042299535.1	0	1	2	0	0	2
GCA_042299495.1	0	1	2	1	1	2
GCA_042297855.1	0	1	2	0	0	2
GCA_042297795.1	0	1	2	1	1	2
GCA_042297875.1	0	1	2	0	1	2
GCA_042299455.1	0	1	2	0	0	2
GCA_042298055.1	0	1	2	1	1	2
GCA_042297935.1	0	1	2	0	0	2
GCA_042297915.1	0	1	2	0	0	2
GCA_042297895.1	0	1	2	0	0	2
GCA_042299515.1	0	1	2	0	0	2
GCA_042299435.1	0	1	2	0	1	2
GCA_042297975.1	0	1	2	1	1	2
GCA_042297995.1	0	1	2	0	0	2
GCA_042297955.1	0	1	2	1	0	2
GCA_042299475.1	0	1	2	0	0	2
GCA_042299375.1	0	1	2	0	0	2
GCA_042298015.1	0	1	2	0	0	2
GCA_042298035.1	0	1	2	0	0	2
GCA_042298095.1	0	1	2	1	0	2
GCA_042299395.1	0	1	2	0	0	2
GCA_042299355.1	0	1	2	1	1	2
GCA_042299335.1	0	1	2	0	0	2
GCA_042299315.1	0	1	2	1	1	2
GCA_042299275.1	0	1	2	0	1	2
GCA_042299255.1	0	1	2	0	0	2
GCA_042299215.1	0	1	2	1	1	2
GCA_042299235.1	0	1	2	1	1	2
GCA_042299195.1	0	1	2	0	0	2
GCA_042299175.1	0	1	2	0	0	2
GCA_042299155.1	0	1	2	0	0	2
GCA_042299135.1	0	1	2	0	0	2
GCA_042295915.1	0	1	2	0	1	2
GCA_042295875.1	0	1	2	0	0	2
GCA_042295815.1	0	1	2	1	1	2
GCA_042295855.1	0	1	2	0	0	2
GCA_042295775.1	0	1	2	0	0	2
GCA_042295835.1	0	1	2	0	0	2
GCA_042293265.1	0	1	2	0	0	2
GCA_042293205.1	0	1	2	0	0	2
GCA_042295735.1	0	1	2	0	1	2
GCA_042295715.1	0	1	2	0	1	2
GCA_042295755.1	0	1	2	0	1	2
GCA_042295895.1	0	1	2	0	0	2
GCA_042295995.1	0	1	2	0	1	2
GCA_042295965.1	0	1	2	1	0	2
GCA_042295935.1	0	1	2	0	1	2
GCA_042295655.1	0	1	2	0	1	2
GCA_042295615.1	0	1	2	0	0	2
GCA_042295695.1	0	1	2	0	0	2
GCA_042298155.1	0	1	2	0	0	2
GCA_042296035.1	0	1	2	0	0	2
GCA_042295635.1	0	0	2	0	0	2
GCA_042295595.1	0	1	2	0	0	2
GCA_042295675.1	0	1	2	0	1	2
GCA_042296015.1	0	1	2	1	1	2
GCA_042296055.1	0	1	2	0	0	2
GCA_042295515.1	0	1	2	1	0	2
GCA_042295535.1	0	1	2	1	1	2
GCA_042295575.1	0	0	2	0	0	2
GCA_042296115.1	0	1	2	1	1	2
GCA_042296135.1	0	1	2	0	1	2
GCA_042295555.1	0	1	2	0	1	2
GCA_042295495.1	0	1	2	0	1	2
GCA_042296095.1	0	1	2	0	1	2
GCA_042296155.1	0	1	2	0	1	2
GCA_042295445.1	0	1	2	1	1	2
GCA_042295405.1	0	1	2	1	1	2
GCA_042295365.1	0	1	2	0	1	2
GCA_042295385.1	0	1	2	0	1	2
GCA_042296165.1	0	1	2	0	1	2
GCA_042296195.1	0	1	2	0	1	2
GCA_042295325.1	0	1	2	0	0	2
GCA_042295345.1	0	1	2	0	0	2
GCA_042295305.1	0	1	2	0	1	2
GCA_042296215.1	0	1	2	0	1	2
GCA_042296265.1	0	1	2	0	1	2
GCA_042295265.1	0	1	2	0	0	2
GCA_042295285.1	0	1	2	1	1	2
GCA_042296305.1	0	1	2	0	0	2
GCA_042296285.1	0	1	2	0	0	2
GCA_042295205.1	0	1	2	1	1	2
GCA_042295245.1	0	1	2	1	1	2
GCA_042295185.1	0	1	2	0	0	2
GCA_042296325.1	0	1	2	0	1	2
GCA_042296345.1	0	1	2	0	0	2
GCA_042295165.1	0	1	2	0	0	2
GCA_042295225.1	0	1	2	0	0	2
GCA_042295105.1	0	1	2	0	1	2
GCA_042296385.1	0	1	2	0	0	2
GCA_042296405.1	0	1	2	1	1	2
GCA_042295085.1	0	1	2	0	0	2
GCA_042295065.1	0	1	2	1	1	2
GCA_042295135.1	0	1	2	0	0	2
GCA_042296425.1	0	1	2	1	1	2
GCA_042296445.1	0	1	2	0	0	2
GCA_042295045.1	0	1	2	0	0	2
GCA_042294965.1	0	1	2	0	0	2
GCA_042295125.1	0	1	2	0	1	2
GCA_042295005.1	0	1	2	0	0	2
GCA_042294945.1	0	1	2	0	0	2
GCA_042295025.1	0	1	2	0	1	2
GCA_042294985.1	0	1	2	0	1	2
GCA_042294925.1	0	1	2	0	1	2
GCA_042294885.1	0	1	2	1	1	2
GCA_042294845.1	0	1	2	0	1	2
GCA_042294825.1	0	1	2	0	0	2
GCA_042294865.1	0	1	2	0	1	2
GCA_042294805.1	0	1	2	1	1	2
GCA_042296465.1	0	1	2	0	0	2
GCA_042296545.1	0	1	2	1	1	2
GCA_042294785.1	0	1	2	0	0	2
GCA_042294765.1	0	1	2	0	0	2
GCA_042294725.1	0	1	2	0	1	2
GCA_042296505.1	0	1	2	1	0	2
GCA_042294665.1	0	1	2	1	1	2
GCA_042294695.1	0	1	2	0	1	2
GCA_042294685.1	0	1	2	0	0	2
GCA_042294645.1	0	1	2	0	0	2
GCA_042296525.1	0	1	2	0	0	2
GCA_042296565.1	0	1	2	0	0	2
GCA_042294625.1	0	1	2	0	1	2
GCA_042294605.1	0	1	2	0	1	2
GCA_042294585.1	0	1	2	0	0	2
GCA_042296625.1	0	1	2	0	0	2
GCA_042296605.1	0	1	2	0	0	2
GCA_042294565.1	0	1	2	0	1	2
GCA_042294505.1	0	1	2	0	1	2
GCA_042294545.1	0	1	2	0	1	2
GCA_042296645.1	0	1	2	0	1	2
GCA_042296685.1	0	1	2	0	1	2
GCA_042294485.1	0	1	2	1	1	2
GCA_042294525.1	0	1	2	1	1	2
GCA_042294465.1	0	1	2	0	0	2
GCA_042296665.1	0	1	2	0	0	2
GCA_042294305.1	0	1	2	0	0	2
GCA_042294365.1	0	1	2	1	1	2
GCA_042294405.1	0	1	2	0	1	2
GCA_042296705.1	0	0	2	0	0	2
GCA_042296725.1	0	1	2	1	1	2
GCA_042294385.1	0	1	2	0	0	2
GCA_042294345.1	0	1	2	0	0	2
GCA_042294325.1	0	1	2	0	1	2
GCA_042294285.1	0	1	2	1	1	2
GCA_042294265.1	0	1	2	0	1	2
GCA_042296745.1	0	1	2	1	1	2
GCA_042294225.1	0	1	2	0	0	2
GCA_042294245.1	0	1	2	0	0	2
GCA_042294205.1	0	1	2	0	0	2
GCA_042294165.1	0	1	2	0	0	2
GCA_042294185.1	0	1	2	1	1	2
GCA_042294145.1	0	1	2	0	0	2
GCA_042294125.1	0	1	2	0	0	2
GCA_042294105.1	0	1	2	0	0	2
GCA_042294085.1	0	1	2	0	1	2
GCA_042294045.1	0	1	2	0	0	2
GCA_042294025.1	0	1	2	0	0	2
GCA_042294005.1	0	1	2	0	0	2
GCA_042293965.1	0	1	2	0	0	2
GCA_042296785.1	0	1	2	1	1	2
GCA_042296805.1	0	1	2	0	0	2
GCA_042299115.1	0	1	2	1	1	2
GCA_042299075.1	0	1	2	0	1	2
GCA_042299055.1	0	1	2	0	0	2
GCA_042296825.1	0	1	2	1	1	2
GCA_042296925.1	0	1	2	0	0	2
GCA_042299095.1	0	1	2	1	1	2
GCA_042299035.1	0	1	2	0	0	2
GCA_042299015.1	0	1	2	1	1	2
GCA_042296875.1	0	1	2	0	0	2
GCA_042296915.1	0	1	2	1	1	2
GCA_042298995.1	0	1	2	0	0	2
GCA_042298975.1	0	1	2	0	0	2
GCA_042298955.1	0	1	2	0	1	2
GCA_042296955.1	0	1	2	1	1	2
GCA_042298895.1	0	1	2	0	1	2
GCA_042298915.1	0	1	2	0	1	2
GCA_042298815.1	0	1	2	0	1	2
GCA_042298855.1	0	1	2	1	1	2
GCA_042298875.1	0	1	2	0	1	2
GCA_042298835.1	0	1	2	0	1	2
GCA_042298755.1	0	1	2	1	1	2
GCA_042298775.1	0	1	2	0	1	2
GCA_042298795.1	0	1	2	0	0	2
GCA_042296895.1	0	1	2	0	0	2
GCA_042298675.1	0	1	2	0	0	2
GCA_042298715.1	0	1	2	0	0	2
GCA_042298695.1	0	1	2	0	1	2
GCA_042298655.1	0	1	2	1	1	2
GCA_042296975.1	0	1	2	1	0	2
GCA_042296995.1	0	1	2	1	1	2
GCA_042298635.1	0	1	2	1	1	2
GCA_042298595.1	0	1	2	0	0	2
GCA_042298575.1	0	1	2	0	1	2
GCA_042297015.1	0	1	2	0	0	2
GCA_042297055.1	0	1	2	1	0	2
GCA_042298615.1	0	1	2	0	0	2
GCA_042298555.1	0	1	2	0	0	2
GCA_042298535.1	0	1	2	0	0	2
GCA_042297075.1	0	1	2	1	1	2
GCA_042297115.1	0	1	2	1	1	2
GCA_042298515.1	0	1	2	0	1	2
GCA_042298475.1	0	1	2	0	1	2
GCA_042293945.1	0	1	2	0	1	2
GCA_042297095.1	0	1	2	0	1	2
GCA_042297155.1	0	1	2	1	1	2
GCA_042293985.1	0	1	2	0	1	2
GCA_042293915.1	0	1	2	0	1	2
GCA_042293905.1	0	1	2	0	0	2
GCA_042297175.1	0	1	2	0	0	2
GCA_042297195.1	0	1	2	1	1	2
GCA_042293885.1	0	1	2	1	1	2
GCA_042293845.1	0	1	2	0	0	2
GCA_042293865.1	0	1	2	1	1	2
GCA_042297235.1	0	1	2	0	1	2
GCA_042297275.1	0	1	2	0	1	2
GCA_042293825.1	0	1	2	0	0	2
GCA_042293805.1	0	1	2	0	0	2
GCA_042293785.1	0	1	2	0	0	2
GCA_042297295.1	0	1	2	1	1	2
GCA_042297255.1	0	1	2	0	0	2
GCA_042293765.1	0	1	2	0	0	2
GCA_042293725.1	0	1	2	0	1	2
GCA_042293745.1	0	1	2	1	1	2
GCA_042297315.1	0	1	2	0	0	2
GCA_042293695.1	0	1	2	1	1	2
GCA_042293665.1	0	1	2	0	0	2
GCA_042293645.1	0	1	2	0	0	2
GCA_042293625.1	0	1	2	0	0	2
GCA_042297335.1	0	1	2	1	1	2
GCA_042297355.1	0	1	2	1	1	2
GCA_042293565.1	0	1	2	0	0	2
GCA_042293585.1	0	1	2	0	1	2
GCA_042293605.1	0	1	2	0	0	2
GCA_042297375.1	0	1	2	0	1	2
GCA_042293485.1	0	1	2	0	1	2
GCA_042293505.1	0	1	2	0	0	2
GCA_042293405.1	0	1	2	1	1	2
GCA_042297415.1	0	1	2	1	1	2
GCA_042297455.1	0	1	2	0	0	2
GCA_042293365.1	0	1	2	1	1	2
GCA_042293385.1	0	1	2	0	1	2
GCA_042293345.1	0	1	2	0	0	2
GCA_042297395.1	0	1	2	1	1	2
GCA_042297435.1	0	1	2	0	1	2
GCA_042293305.1	0	0	2	0	0	2
GCA_042293285.1	0	1	2	0	1	2
GCA_042298495.1	0	1	2	0	0	2
GCA_042298435.1	0	1	2	0	1	2
GCA_042010225.1	0	2	2	2	2	2
GCA_042012895.1	0	2	2	2	2	2
GCA_042012875.1	0	2	2	2	2	2
GCA_042006405.1	0	2	2	2	2	2
GCA_042010205.1	0	2	2	2	2	2
GCA_042012915.1	0	2	2	2	2	2
GCA_042012855.1	0	2	2	2	2	2
GCA_042012825.1	0	2	2	2	2	2
GCA_042012805.1	0	2	2	2	2	2
GCA_042012785.1	0	2	2	2	2	2
GCA_042012745.1	0	2	2	2	2	2
GCA_042010155.1	0	2	2	2	2	2
GCA_042012705.1	0	2	2	2	2	2
GCA_042012685.1	0	2	2	2	2	2
GCA_042012725.1	0	2	2	2	2	2
GCA_042012765.1	0	2	2	2	2	2
GCA_042012665.1	0	2	2	2	2	2
GCA_042010135.1	0	2	2	2	2	2
GCA_042012645.1	0	2	2	2	2	2
GCA_042012605.1	0	2	2	2	2	2
GCA_042012625.1	0	2	2	2	2	2
GCA_042012585.1	0	2	2	2	2	2
GCA_042010115.1	0	2	2	2	2	2
GCA_042010015.1	0	2	0	2	2	2
GCA_042012565.1	0	2	2	2	2	2
GCA_042010175.1	0	2	2	2	2	2
GCA_042010095.1	0	2	2	2	2	2
GCA_042010075.1	0	2	2	2	2	2
GCA_042012545.1	0	2	2	2	2	2
GCA_042012525.1	0	2	0	2	2	2
GCA_042012505.1	0	2	2	2	2	2
GCA_042010055.1	0	2	2	2	2	2
GCA_042012485.1	0	2	2	2	2	2
GCA_042010035.1	0	2	2	2	2	2
GCA_042012445.1	0	2	2	2	2	2
GCA_042012465.1	0	2	2	2	2	2
GCA_042009975.1	0	2	2	2	2	2
GCA_042012425.1	0	2	2	2	2	2
GCA_042012365.1	0	2	2	2	2	2
GCA_042012345.1	0	2	2	2	2	2
GCA_042009935.1	0	2	2	2	2	2
GCA_042009955.1	0	2	2	2	2	2
GCA_042012405.1	0	2	2	2	2	2
GCA_042012325.1	0	2	2	2	2	2
GCA_042012385.1	0	2	2	2	2	2
GCA_042012305.1	0	2	2	2	2	2
GCA_042012265.1	0	2	2	2	2	2
GCA_042009995.1	0	2	2	2	2	2
GCA_042012285.1	0	2	2	2	2	2
GCA_042012245.1	0	2	0	2	2	2
GCA_041972665.1	0	2	2	2	2	2
GCA_042006445.1	0	2	2	2	2	2
GCA_041977725.1	0	2	0	2	2	2
GCA_041977705.1	0	2	0	2	2	2
GCA_041977665.1	0	2	2	2	2	2
GCA_041977685.1	0	2	2	2	2	2
GCA_041977645.1	0	2	2	2	2	2
GCA_041977595.1	0	2	2	2	2	2
GCA_041977585.1	0	2	2	2	2	2
GCA_041977605.1	0	2	2	2	2	2
GCA_042013605.1	0	2	2	2	2	2
GCA_042013585.1	0	2	2	2	2	2
GCA_042013495.1	0	2	2	2	2	2
GCA_042013515.1	0	2	2	2	2	2
GCA_042013475.1	0	2	2	2	2	2
GCA_042013455.1	0	2	2	2	2	2
GCA_042013435.1	0	2	2	2	2	2
GCA_042013415.1	0	2	2	2	2	2
GCA_042013375.1	0	2	2	2	2	2
GCA_042013395.1	0	2	2	2	2	2
GCA_042013355.1	0	2	2	2	2	2
GCA_042013315.1	0	2	2	2	2	2
GCA_042013295.1	0	2	2	2	2	2
GCA_042013255.1	0	2	2	2	2	2
GCA_042013275.1	0	2	2	2	2	2
GCA_042013235.1	0	2	2	2	2	2
GCA_042013215.1	0	2	2	2	2	2
GCA_042013175.1	0	2	2	2	2	2
GCA_042013195.1	0	2	2	2	2	2
GCA_042013155.1	0	2	2	2	2	2
GCA_042013115.1	0	2	2	2	2	2
GCA_042013135.1	0	2	2	2	2	2
GCA_042013095.1	0	2	2	2	2	2
GCA_042013055.1	0	2	2	2	2	2
GCA_042013015.1	0	2	2	2	2	2
GCA_042013035.1	0	2	2	2	2	2
GCA_042012995.1	0	2	2	2	2	2
GCA_042012975.1	0	2	2	2	2	2
GCA_042012955.1	0	2	2	2	2	2
GCA_042012935.1	0	2	2	2	2	2
GCA_042012185.1	0	2	2	2	2	2
GCA_042012165.1	0	2	2	2	2	2
GCA_042012215.1	0	2	2	2	2	2
GCA_042012135.1	0	2	2	2	2	2
GCA_042012115.1	0	2	2	2	2	2
GCA_042012095.1	0	2	2	2	2	2
GCA_042012055.1	0	2	2	2	2	2
GCA_042012075.1	0	2	2	2	2	2
GCA_042012015.1	0	2	2	2	2	2
GCA_042012035.1	0	2	2	2	2	2
GCA_042011975.1	0	2	2	2	2	2
GCA_042011995.1	0	2	2	2	2	2
GCA_042011955.1	0	2	2	2	2	2
GCA_042011935.1	0	2	2	2	2	2
GCA_042011895.1	0	2	2	2	2	2
GCA_042011915.1	0	2	2	2	2	2
GCA_042010415.1	0	2	2	2	2	2
GCA_042010375.1	0	2	2	2	2	2
GCA_042010395.1	0	2	2	2	2	2
GCA_042010355.1	0	2	2	2	2	2
GCA_042010315.1	0	2	2	2	2	2
GCA_042010295.1	0	2	2	2	2	2
GCA_042010275.1	0	2	2	2	2	2
GCA_042010255.1	0	2	2	2	2	2
GCA_042010325.1	0	2	2	2	2	2
GCA_042010195.1	0	2	2	2	2	2
GCA_042009915.1	0	2	2	2	2	2
GCA_042009885.1	0	2	2	2	2	2
GCA_042009865.1	0	2	2	2	2	2
GCA_042008375.1	0	2	2	2	2	2
GCA_042008355.1	0	2	2	2	2	2
GCA_042008395.1	0	2	2	2	2	2
GCA_042008335.1	0	2	2	2	2	2
GCA_042008295.1	0	2	2	2	2	2
GCA_042008315.1	0	2	2	2	2	2
GCA_042008265.1	0	2	2	2	2	2
GCA_042008225.1	0	2	2	2	2	2
GCA_042008245.1	0	2	2	2	2	2
GCA_042008205.1	0	2	2	2	2	2
GCA_042008165.1	0	2	2	2	2	2
GCA_042008185.1	0	2	2	2	2	2
GCA_042008145.1	0	2	2	2	2	2
GCA_042008105.1	0	2	2	2	2	2
GCA_042008125.1	0	2	2	2	2	2
GCA_042008085.1	0	2	2	2	2	2
GCA_042008065.1	0	2	2	2	2	2
GCA_042008035.1	0	2	2	2	2	2
GCA_042008025.1	0	2	2	2	2	2
GCA_042007985.1	0	2	2	2	2	2
GCA_042007945.1	0	2	2	2	2	2
GCA_042007965.1	0	2	2	2	2	2
GCA_042007905.1	0	2	2	2	2	2
GCA_042007915.1	0	2	2	2	2	2
GCA_042007825.1	0	2	2	2	2	2
GCA_042007805.1	0	2	2	2	2	2
GCA_042007855.1	0	2	2	2	2	2
GCA_042007885.1	0	2	2	2	2	2
GCA_042007845.1	0	2	2	2	2	2
GCA_042007785.1	0	2	2	2	2	2
GCA_042007745.1	0	2	2	2	2	2
GCA_042007765.1	0	2	2	2	2	2
GCA_042007725.1	0	2	2	2	2	2
GCA_042007685.1	0	2	2	2	2	2
GCA_042007705.1	0	2	2	2	2	2
GCA_042007665.1	0	2	2	2	2	2
GCA_042007645.1	0	2	2	2	2	2
GCA_042007625.1	0	2	2	2	2	2
GCA_042007605.1	0	2	2	2	2	2
GCA_042007565.1	0	2	2	2	2	2
GCA_042007585.1	0	2	2	2	2	2
GCA_042007545.1	0	2	2	2	2	2
GCA_042007485.1	0	2	2	2	2	2
GCA_042007505.1	0	2	2	2	2	2
GCA_042007525.1	0	2	2	2	2	2
GCA_042007465.1	0	2	2	2	2	2
GCA_042007445.1	0	2	2	2	2	2
GCA_042007425.1	0	2	2	2	2	2
GCA_042007405.1	0	2	2	2	2	2
GCA_042007385.1	0	2	2	2	2	2
GCA_042007365.1	0	2	2	2	2	2
GCA_042007325.1	0	2	2	2	2	2
GCA_042007345.1	0	2	2	2	2	2
GCA_042007305.1	0	2	2	2	2	2
GCA_042007285.1	0	2	2	2	2	2
GCA_042007265.1	0	2	2	2	2	2
GCA_042007225.1	0	2	2	2	2	2
GCA_042007205.1	0	2	2	2	2	2
GCA_042007245.1	0	2	2	2	2	2
GCA_042007145.1	0	2	2	2	2	2
GCA_042007185.1	0	2	2	2	2	2
GCA_042007165.1	0	2	2	2	2	2
GCA_042007105.1	0	2	2	2	2	2
GCA_042007085.1	0	2	2	2	2	2
GCA_042007125.1	0	2	2	2	2	2
GCA_042007065.1	0	2	2	2	2	2
GCA_042007045.1	0	2	2	2	2	2
GCA_042007005.1	0	2	2	2	2	2
GCA_042007025.1	0	2	2	2	2	2
GCA_042006965.1	0	2	2	2	2	2
GCA_042006925.1	0	2	2	2	2	2
GCA_042006905.1	0	2	2	2	2	2
GCA_042006885.1	0	2	2	2	2	2
GCA_042006945.1	0	2	2	2	2	2
GCA_042006845.1	0	2	2	2	2	2
GCA_042006865.1	0	2	2	2	2	2
GCA_042006825.1	0	2	2	2	2	2
GCA_042006765.1	0	2	2	2	2	2
GCA_042006805.1	0	2	2	2	2	2
GCA_042006785.1	0	2	2	2	2	2
GCA_042006745.1	0	2	2	2	2	2
GCA_042006705.1	0	2	2	2	2	2
GCA_042006725.1	0	2	2	2	2	2
GCA_042006685.1	0	2	2	2	2	2
GCA_042006665.1	0	2	2	2	2	2
GCA_042006625.1	0	2	2	2	2	2
GCA_042006645.1	0	2	2	2	2	2
GCA_042006605.1	0	2	2	2	2	2
GCA_042006585.1	0	2	2	2	2	2
GCA_042006525.1	0	2	2	2	2	2
GCA_042006505.1	0	2	2	2	2	2
GCA_042006425.1	0	2	2	2	2	2
GCA_042006365.1	0	2	2	2	2	2
GCA_042006345.1	0	2	2	2	2	2
GCA_042006385.1	0	2	2	2	2	2
GCA_042005865.1	0	2	2	2	2	2
GCA_042005885.1	0	2	2	2	2	2
GCA_042005825.1	0	2	2	2	2	2
GCA_042005845.1	0	2	2	2	2	2
GCA_042005765.1	0	2	2	2	2	2
GCA_042005785.1	0	2	2	2	2	2
GCA_042005725.1	0	2	2	2	2	2
GCA_042005695.1	0	2	2	2	2	2
GCA_042005665.1	0	2	2	2	2	2
GCA_042005685.1	0	2	2	2	2	2
GCA_042005625.1	0	2	2	2	2	2
GCA_042005645.1	0	2	2	2	2	2
GCA_042005605.1	0	2	2	2	2	2
GCA_042005585.1	0	2	2	2	2	2
GCA_042005565.1	0	2	2	2	2	2
GCA_042005535.1	0	2	2	2	2	2
GCA_042005505.1	0	2	2	2	2	2
GCA_042005525.1	0	2	2	2	2	2
GCA_042005445.1	0	2	2	2	2	2
GCA_042005455.1	0	2	2	2	2	2
GCA_042005405.1	0	2	2	2	2	2
GCA_042005425.1	0	2	2	2	2	2
GCA_042005485.1	0	2	2	2	2	2
GCA_042005325.1	0	2	2	2	2	2
GCA_042005385.1	0	2	2	2	2	2
GCA_042005345.1	0	2	2	2	2	2
GCA_042005365.1	0	2	2	2	2	2
GCA_042005305.1	0	2	2	2	2	2
GCA_042005265.1	0	2	2	2	2	2
GCA_042005285.1	0	2	2	2	2	2
GCA_042005245.1	0	2	2	2	2	2
GCA_042005165.1	0	2	2	2	2	2
GCA_042005225.1	0	2	2	2	2	2
GCA_042005185.1	0	2	2	2	2	2
GCA_042005205.1	0	2	2	2	2	2
GCA_042005145.1	0	2	2	2	2	2
GCA_042005125.1	0	2	2	2	2	2
GCA_042005085.1	0	2	2	2	2	2
GCA_042005105.1	0	2	2	2	2	2
GCA_042005065.1	0	2	2	2	2	2
GCA_042005005.1	0	2	2	2	2	2
GCA_042005025.1	0	2	2	2	2	2
GCA_042004985.1	0	2	2	2	2	2
GCA_042004965.1	0	2	2	2	2	2
GCA_042005045.1	0	2	2	2	2	2
GCA_042004945.1	0	2	2	2	2	2
GCA_042004905.1	0	2	2	2	2	2
GCA_042004925.1	0	2	2	2	2	2
GCA_042004785.1	0	2	2	2	2	2
GCA_042004765.1	0	2	2	2	2	2
GCA_042004745.1	0	2	2	2	2	2
GCA_042004725.1	0	2	2	2	2	2
GCA_042004705.1	0	2	2	2	2	2
GCA_042004685.1	0	2	2	2	2	2
GCA_042004825.1	0	2	2	2	2	2
GCA_042004665.1	0	2	2	2	2	2
GCA_042004845.1	0	2	2	2	2	2
GCA_042004885.1	0	2	2	2	2	2
GCA_042004805.1	0	2	2	2	2	2
GCA_042004865.1	0	2	2	2	2	2
GCA_042004645.1	0	2	2	2	2	2
GCA_042004625.1	0	2	2	2	2	2
GCA_042004605.1	0	2	2	2	2	2
GCA_042004565.1	0	2	2	2	2	2
GCA_042004525.1	0	2	2	2	2	2
GCA_042004505.1	0	2	2	2	2	2
GCA_042004445.1	0	2	2	2	2	2
GCA_042004465.1	0	2	2	2	2	2
GCA_042004405.1	0	2	2	2	2	2
GCA_042004285.1	0	2	2	2	2	2
GCA_042004245.1	0	2	2	2	2	2
GCA_042004265.1	0	2	2	2	2	2
GCA_042004225.1	0	2	2	2	2	2
GCA_042004205.1	0	2	2	2	2	2
GCA_042004165.1	0	2	2	2	2	2
GCA_042004185.1	0	2	2	2	2	2
GCA_042004145.1	0	2	2	2	2	2
GCA_042004105.1	0	2	2	2	2	2
GCA_042004125.1	0	2	2	2	2	2
GCA_042004085.1	0	2	2	2	2	2
GCA_042004065.1	0	2	2	2	2	2
GCA_042004045.1	0	2	2	2	2	2
GCA_042004005.1	0	2	2	2	2	2
GCA_042003985.1	0	2	2	2	2	2
GCA_042003965.1	0	2	2	2	2	2
GCA_042004025.1	0	2	2	2	2	2
GCA_042003945.1	0	2	2	2	2	2
GCA_042003925.1	0	2	2	2	2	2
GCA_042003885.1	0	2	2	2	2	2
GCA_042003905.1	0	2	2	2	2	2
GCA_042003865.1	0	2	2	2	2	2
GCA_042003845.1	0	2	2	2	2	2
GCA_042003825.1	0	2	2	2	2	2
GCA_042003805.1	0	2	2	2	2	2
GCA_042003765.1	0	2	2	2	2	2
GCA_042003785.1	0	2	2	2	2	2
GCA_042003725.1	0	2	2	2	2	2
GCA_042003745.1	0	2	2	2	2	2
GCA_042003705.1	0	2	2	2	2	2
GCA_042003685.1	0	2	2	2	2	2
GCA_042003665.1	0	2	2	2	2	2
GCA_042003645.1	0	2	2	2	2	2
GCA_042003585.1	0	2	2	2	2	2
GCA_042003605.1	0	2	2	2	2	2
GCA_042003625.1	0	2	2	2	2	2
GCA_042003525.1	0	2	2	2	2	2
GCA_042003565.1	0	2	2	2	2	2
GCA_042003545.1	0	2	2	2	2	2
GCA_042003505.1	0	2	2	2	2	2
GCA_042003445.1	0	2	2	2	2	2
GCA_042003465.1	0	2	2	2	2	2
GCA_042003485.1	0	2	2	2	2	2
GCA_042003425.1	0	2	2	2	2	2
GCA_042003405.1	0	2	2	2	2	2
GCA_042003385.1	0	2	2	2	2	2
GCA_042003365.1	0	2	2	2	2	2
GCA_042003345.1	0	2	2	2	2	2
GCA_042003305.1	0	2	2	2	2	2
GCA_042003325.1	0	2	2	2	2	2
GCA_042003285.1	0	2	2	2	2	2
GCA_042003265.1	0	2	2	2	2	2
GCA_042003245.1	0	2	2	2	2	2
GCA_042003225.1	0	2	2	2	2	2
GCA_042003145.1	0	2	2	2	2	2
GCA_042003205.1	0	2	2	2	2	2
GCA_042003185.1	0	2	2	2	2	2
GCA_042003165.1	0	2	2	2	2	2
GCA_042003125.1	0	2	2	2	2	2
