	cefixime	penicillin	azithromycin	ciprofloxacin	tetracycline	erythromycin
GCA_037885495.1	2	0	0	1	0	2
GCA_041959675.1	2	0	0	0	0	2
GCA_041960095.1	2	0	0	0	0	2
GCA_041957715.1	2	0	0	0	0	2
GCA_041959895.1	2	0	0	0	0	2
GCA_037884195.1	2	0	0	0	0	2
GCA_041959355.1	2	0	0	1	0	2
GCA_037886955.1	2	0	0	0	0	2
GCA_037885265.1	2	0	0	0	0	2
GCA_037885895.1	2	0	0	0	0	2
GCA_037883335.1	2	0	0	0	0	2
GCA_037883455.1	2	0	0	0	0	2
GCA_037885165.1	2	0	0	0	0	2
GCA_037885855.1	2	0	0	0	0	2
GCA_037884405.1	2	0	0	1	0	2
GCA_037885435.1	2	0	0	0	0	2
GCA_041959245.1	2	0	0	0	0	2
GCA_041958175.1	2	0	0	0	0	2
GCA_037885955.1	2	0	0	0	0	2
GCA_041960055.1	2	0	0	0	0	2
GCA_037884965.1	2	0	1	0	0	2
GCA_037883515.1	2	0	0	0	0	2
GCA_041958215.1	2	0	0	0	0	2
GCA_041958355.1	2	0	0	0	0	2
GCA_041957525.1	2	0	0	0	0	2
GCA_037883195.1	2	0	0	0	0	2
GCA_037885415.1	2	0	0	0	0	2
GCA_037885475.1	2	0	0	1	0	2
GCA_041957855.1	2	0	0	0	0	2
GCA_037884345.1	2	0	0	0	0	2
GCA_037883685.1	2	0	1	0	0	2
GCA_041959065.1	2	0	0	0	0	2
GCA_041958755.1	2	0	0	0	0	2
GCA_041960415.1	2	0	0	1	0	2
GCA_041959595.1	2	0	0	1	0	2
GCA_041959275.1	2	0	0	0	0	2
GCA_037882285.1	2	0	0	0	0	2
GCA_037886195.1	2	0	0	0	0	2
GCA_037884455.1	2	0	0	0	0	2
GCA_041960385.1	2	0	0	1	0	2
GCA_037883895.1	2	0	0	0	1	2
GCA_041959395.1	2	0	0	0	0	2
GCA_041960285.1	2	0	0	0	1	2
GCA_037883235.1	2	0	0	0	0	2
GCA_037886715.1	2	0	0	0	0	2
GCA_041958185.1	2	0	0	0	0	2
GCA_037884385.1	2	0	0	0	0	2
GCA_041958515.1	2	0	0	0	0	2
GCA_037885675.1	2	0	1	0	0	2
GCA_041958955.1	2	0	0	0	0	2
GCA_041958225.1	2	0	0	0	0	2
GCA_037884305.1	2	0	0	0	0	2
GCA_041959305.1	2	0	0	0	0	2
GCA_037884065.1	2	0	0	0	0	2
GCA_037884705.1	2	0	0	0	0	2
GCA_037884325.1	2	0	0	0	0	2
GCA_041958855.1	2	0	0	0	0	2
GCA_037883035.1	2	0	0	0	0	2
GCA_041957755.1	2	0	0	1	0	2
GCA_041957815.1	2	0	0	0	0	2
GCA_037885025.1	2	0	0	0	0	2
GCA_037885395.1	2	0	0	0	0	2
GCA_037886035.1	2	0	0	0	0	2
GCA_041959515.1	2	0	0	0	0	2
GCA_041959055.1	2	0	0	0	0	2
GCA_037886635.1	2	0	0	1	0	2
GCA_037883315.1	2	0	0	1	0	2
GCA_041959635.1	2	0	0	0	0	2
GCA_041960175.1	2	0	0	0	0	2
GCA_037882975.1	2	0	1	0	0	2
GCA_037882305.1	2	0	1	0	0	2
GCA_037883555.1	2	0	0	0	0	2
GCA_041957775.1	2	0	0	0	0	2
GCA_037883655.1	2	0	0	1	0	2
GCA_041958445.1	2	0	0	0	0	2
GCA_041960335.1	2	0	0	1	1	2
GCA_041960015.1	2	0	1	0	0	2
GCA_037886795.1	2	0	0	1	1	2
GCA_041959215.1	2	0	1	1	0	2
GCA_037883835.1	2	0	1	0	0	2
GCA_037882425.1	2	0	0	1	0	2
GCA_041958055.1	2	0	1	0	0	2
GCA_041958875.1	2	0	0	0	0	2
GCA_041959835.1	2	0	0	0	0	2
GCA_037885615.1	2	0	0	0	0	2
GCA_037883495.1	2	0	0	1	0	2
GCA_041957625.1	2	0	0	0	0	2
GCA_037886575.1	2	0	0	0	0	2
GCA_041958975.1	2	0	0	0	0	2
GCA_037886055.1	2	0	0	0	0	2
GCA_037884445.1	2	0	1	0	0	2
GCA_041959865.1	2	0	1	0	0	2
GCA_037882385.1	2	0	0	0	0	2
GCA_037883675.1	2	0	0	0	0	2
GCA_037884605.1	2	0	0	1	0	2
GCA_037886535.1	2	0	0	1	0	2
GCA_037884625.1	2	0	0	0	0	2
GCA_037882485.1	2	0	1	0	0	2
GCA_037881985.1	2	0	0	0	0	2
GCA_037881905.1	2	0	0	0	0	2
GCA_037882105.1	2	0	0	0	0	2
GCA_037881565.1	2	0	0	0	0	2
GCA_037882125.1	2	0	0	0	0	2
GCA_037882025.1	2	0	0	0	0	2
GCA_037881845.1	2	0	0	1	0	2
GCA_037882065.1	2	0	0	1	0	2
GCA_037881345.1	2	0	0	1	0	2
GCA_037882185.1	2	0	1	0	0	2
GCA_037881485.1	2	0	1	0	0	2
GCA_037881825.1	2	0	1	0	0	2
GCA_037882045.1	2	0	0	0	0	2
GCA_037881805.1	2	0	1	0	0	2
GCA_037882165.1	2	0	0	0	0	2
GCA_037881765.1	2	0	1	0	0	2
GCA_037881525.1	2	0	0	0	0	2
GCA_037881425.1	2	0	0	1	0	2
GCA_037882245.1	2	0	0	0	0	2
GCA_037881965.1	2	0	1	0	0	2
GCA_037881885.1	2	0	0	0	0	2
GCA_037881505.1	2	0	0	0	0	2
GCA_037881995.1	2	0	0	0	0	2
GCA_037878035.1	2	0	0	0	0	2
GCA_037878285.1	2	0	1	0	0	2
GCA_037879385.1	2	0	0	0	0	2
GCA_037879005.1	2	0	1	0	0	2
GCA_037876005.1	2	0	1	0	0	2
GCA_037878075.1	2	0	0	1	0	2
GCA_037879575.1	2	0	1	0	0	2
GCA_037879225.1	2	0	0	0	0	2
GCA_037880395.1	2	0	0	0	0	2
GCA_037880295.1	2	0	0	1	0	2
GCA_037878585.1	2	0	0	0	0	2
GCA_037887705.1	2	0	0	0	0	2
GCA_037878495.1	2	0	0	0	0	2
GCA_037877155.1	2	0	0	0	0	2
GCA_037879975.1	2	0	0	0	0	2
GCA_037878835.1	2	0	0	0	0	2
GCA_037876645.1	2	0	0	1	0	2
GCA_037876995.1	2	0	0	1	0	2
GCA_037876545.1	2	0	0	0	0	2
GCA_037879935.1	2	0	0	0	0	2
GCA_037879895.1	2	0	0	0	0	2
GCA_037876365.1	2	0	0	0	0	2
GCA_037880235.1	2	0	0	0	0	2
GCA_037875625.1	2	0	1	0	0	2
GCA_037878785.1	2	0	0	1	0	2
GCA_037878865.1	2	0	0	0	0	2
GCA_037875465.1	2	0	0	0	0	2
GCA_037880365.1	2	0	0	0	0	2
GCA_037875725.1	2	0	0	0	0	2
GCA_037875905.1	2	0	0	0	0	2
GCA_037878345.1	2	0	0	1	0	2
GCA_037876225.1	2	0	0	1	0	2
GCA_037876915.1	2	0	0	0	0	2
GCA_037878545.1	2	0	0	0	0	2
GCA_037880275.1	2	0	0	0	0	2
GCA_037876155.1	2	0	0	0	0	2
GCA_037876185.1	2	0	0	0	0	2
GCA_037878925.1	2	0	0	0	0	2
GCA_037878305.1	2	0	0	0	0	2
GCA_037875255.1	2	0	0	0	0	2
GCA_037881215.1	2	0	0	0	0	2
GCA_037879065.1	2	0	0	0	0	2
GCA_037875545.1	2	0	0	0	0	2
GCA_037881275.1	2	0	0	0	0	2
GCA_037880255.1	2	0	0	0	0	2
GCA_037877755.1	2	0	1	0	0	2
GCA_037878685.1	2	0	0	0	0	2
GCA_037876745.1	2	0	0	0	0	2
GCA_037880315.1	2	0	1	0	0	2
GCA_037876385.1	2	0	0	0	0	2
GCA_037876815.1	2	0	0	0	0	2
GCA_037875485.1	2	0	0	0	0	2
GCA_037877135.1	2	0	0	1	0	2
GCA_037877375.1	2	0	0	0	0	2
GCA_037878805.1	2	0	0	0	0	2
GCA_037878155.1	2	0	0	0	0	2
GCA_037881235.1	2	0	0	0	0	2
GCA_037879075.1	2	0	1	0	0	2
GCA_037879045.1	2	0	0	0	0	2
GCA_037875505.1	2	0	0	0	0	2
GCA_037879545.1	2	0	0	0	0	2
GCA_037876105.1	2	0	0	0	0	2
GCA_037880475.1	2	0	1	0	0	2
GCA_037878645.1	2	0	1	0	0	2
GCA_037878425.1	2	0	0	0	0	2
GCA_037879105.1	2	0	0	0	0	2
GCA_037875765.1	2	0	0	0	0	2
GCA_037878745.1	2	0	1	1	0	2
GCA_037876045.1	2	0	0	0	0	2
GCA_037879835.1	2	0	0	0	0	2
GCA_037877415.1	2	0	0	0	0	2
GCA_037878525.1	2	0	0	0	0	2
GCA_037875885.1	2	0	1	0	0	2
GCA_037880115.1	2	0	0	0	0	2
GCA_037878485.1	2	0	0	0	0	2
GCA_037878265.1	2	0	0	0	1	2
GCA_037877475.1	2	0	0	0	0	2
GCA_037876025.1	2	0	1	0	0	2
GCA_037876875.1	2	0	1	0	0	2
GCA_037877335.1	2	0	1	0	0	2
GCA_037880515.1	2	0	0	0	0	2
GCA_037877815.1	2	0	0	1	0	2
GCA_037877635.1	2	0	0	1	0	2
GCA_037879995.1	2	0	0	0	0	2
GCA_037877915.1	2	0	0	0	0	2
GCA_037877495.1	2	0	0	0	0	2
GCA_037879125.1	2	0	1	0	0	2
GCA_037881055.1	2	0	0	1	1	2
GCA_037876765.1	2	0	0	0	0	2
GCA_037875945.1	2	0	0	1	0	2
GCA_037877315.1	2	0	1	0	0	2
GCA_037879505.1	2	0	0	0	0	2
GCA_037876935.1	2	0	0	1	0	2
GCA_037877955.1	2	0	1	0	0	2
GCA_037880535.1	2	0	0	0	0	2
GCA_037877735.1	2	0	0	1	0	2
GCA_037881295.1	2	0	0	0	0	2
GCA_037877875.1	2	0	1	0	0	2
GCA_037878015.1	2	0	0	0	0	2
GCA_037876065.1	2	0	0	0	0	2
GCA_037877835.1	2	0	0	0	0	2
GCA_037875205.1	2	0	0	0	0	2
GCA_037878595.1	2	0	0	1	0	2
GCA_037880075.1	2	0	0	0	0	2
GCA_037878385.1	2	0	1	0	0	2
GCA_037877055.1	2	0	0	0	0	2
GCA_037878405.1	2	0	0	0	0	2
GCA_037877455.1	2	0	0	0	0	2
GCA_037876485.1	2	0	0	0	0	2
GCA_037878985.1	2	0	0	0	0	2
GCA_037880195.1	2	0	1	0	0	2
GCA_037877675.1	2	0	1	0	0	2
GCA_037877255.1	2	0	0	0	0	2
GCA_037877575.1	2	0	0	0	1	2
GCA_037878445.1	2	0	0	1	0	2
GCA_037880055.1	2	0	0	0	0	2
GCA_037878175.1	2	0	0	0	0	2
GCA_037875965.1	2	0	0	0	0	2
GCA_037878565.1	2	0	0	0	0	2
GCA_037878325.1	2	0	0	0	0	2
GCA_037878705.1	2	0	0	0	1	2
GCA_037876205.1	2	0	1	0	0	2
GCA_037878135.1	2	0	0	0	0	2
GCA_037880355.1	2	0	0	0	0	2
GCA_037876325.1	2	0	0	0	0	2
GCA_037878825.1	2	0	0	0	0	2
GCA_037876795.1	2	0	0	0	0	2
GCA_037876955.1	2	0	0	1	0	2
GCA_037877435.1	2	0	0	1	0	2
GCA_037877175.1	2	0	0	0	0	2
GCA_037878095.1	2	0	0	0	0	2
GCA_037880175.1	2	0	0	0	0	2
GCA_037877795.1	2	0	0	0	0	2
GCA_037877035.1	2	0	0	0	0	2
GCA_037875865.1	2	0	0	0	0	2
GCA_037878945.1	2	0	0	0	0	2
GCA_037880575.1	2	0	0	0	0	2
GCA_037879875.1	2	0	0	1	0	2
GCA_037878225.1	2	0	0	0	0	2
GCA_037877395.1	2	0	0	0	0	2
GCA_037877115.1	2	0	0	0	0	2
GCA_037877235.1	2	0	1	0	0	2
GCA_037877275.1	2	0	0	1	0	2
GCA_037876895.1	2	0	1	0	0	2
GCA_037879025.1	2	0	0	0	0	2
GCA_037876445.1	2	0	0	0	0	2
GCA_037875685.1	2	0	0	0	0	2
GCA_037877355.1	2	0	0	1	0	2
GCA_037881165.1	2	0	0	1	0	2
GCA_037878115.1	2	0	1	0	0	2
GCA_037876505.1	2	0	0	0	0	2
GCA_037879265.1	2	0	0	0	0	2
GCA_037879815.1	2	0	0	1	0	2
GCA_037876085.1	2	0	0	0	0	2
GCA_037879445.1	2	0	1	0	0	2
GCA_037876975.1	2	0	0	0	0	2
GCA_037880015.1	2	0	0	0	0	2
GCA_037879305.1	2	0	0	0	0	2
GCA_037875585.1	2	0	0	0	0	2
GCA_037880435.1	2	0	1	0	0	2
GCA_037875665.1	2	0	1	0	0	2
GCA_037879425.1	2	0	0	0	0	2
GCA_037876665.1	2	0	1	0	0	2
GCA_037875925.1	2	0	0	0	0	2
GCA_037876345.1	2	0	0	0	0	2
GCA_037875985.1	2	0	0	1	0	2
GCA_037873505.1	2	0	0	0	0	2
GCA_037869485.1	2	0	0	0	0	2
GCA_037874375.1	2	0	1	0	0	2
GCA_037868155.1	2	0	0	1	0	2
GCA_037869605.1	2	0	1	1	0	2
GCA_037871515.1	2	0	0	0	0	2
GCA_037870815.1	2	0	0	0	0	2
GCA_037870995.1	2	0	0	1	0	2
GCA_037874015.1	2	0	0	0	0	2
GCA_037871915.1	2	0	0	0	0	2
GCA_037874315.1	2	0	0	0	0	2
GCA_037870635.1	2	0	0	0	0	2
GCA_037868825.1	2	0	0	0	0	2
GCA_037874835.1	2	0	0	0	0	2
GCA_037872365.1	2	0	0	1	0	2
GCA_037871875.1	2	0	0	1	0	2
GCA_037874815.1	2	0	0	0	0	2
GCA_037873995.1	2	0	0	0	0	2
GCA_037872905.1	2	0	0	0	0	2
GCA_037869925.1	2	0	0	0	0	2
GCA_037873895.1	2	0	0	0	0	2
GCA_037870005.1	2	0	0	0	0	2
GCA_037874055.1	2	0	0	0	0	2
GCA_037869805.1	2	0	0	1	1	2
GCA_037869105.1	2	0	0	1	0	2
GCA_037874415.1	2	0	0	0	0	2
GCA_037870335.1	2	0	0	1	0	2
GCA_037873265.1	2	0	1	0	0	2
GCA_037873655.1	2	0	0	0	0	2
GCA_037869685.1	2	0	0	0	0	2
GCA_037869185.1	2	0	0	0	0	2
GCA_037869625.1	2	0	0	0	0	2
GCA_037873165.1	2	0	0	0	0	2
GCA_037873345.1	2	0	0	0	0	2
GCA_037873205.1	2	0	0	0	0	2
GCA_037867855.1	2	0	0	0	0	2
GCA_037871335.1	2	0	0	0	0	2
GCA_037872545.1	2	0	0	0	0	2
GCA_037873425.1	2	0	1	0	0	2
GCA_037869265.1	2	0	0	0	0	2
GCA_037869505.1	2	0	1	0	0	2
GCA_037870935.1	2	0	1	0	0	2
GCA_037868255.1	2	0	0	0	0	2
GCA_037872105.1	2	0	1	0	0	2
GCA_037875035.1	2	0	0	0	0	2
GCA_037870415.1	2	0	0	0	0	2
GCA_037868765.1	2	0	0	0	0	2
GCA_037871115.1	2	0	0	0	0	2
GCA_037868925.1	2	0	0	0	0	2
GCA_037872445.1	2	0	0	1	0	2
GCA_037873835.1	2	0	0	0	0	2
GCA_037872225.1	2	0	1	0	0	2
GCA_037872465.1	2	0	0	0	0	2
GCA_037869205.1	2	0	0	0	0	2
GCA_037871455.1	2	0	0	1	0	2
GCA_037872625.1	2	0	0	0	1	2
GCA_037871495.1	2	0	0	1	0	2
GCA_037874515.1	2	0	0	1	0	2
GCA_037867995.1	2	0	0	0	0	2
GCA_037869345.1	2	0	0	0	0	2
GCA_037870775.1	2	0	0	0	0	2
GCA_037870675.1	2	0	0	1	0	2
GCA_037869285.1	2	0	0	1	0	2
GCA_037874795.1	2	0	1	0	0	2
GCA_037871435.1	2	0	0	0	0	2
GCA_037872565.1	2	0	0	0	0	2
GCA_037870355.1	2	0	0	0	0	2
GCA_037870455.1	2	0	0	0	0	2
GCA_037874295.1	2	0	0	0	0	2
GCA_037868375.1	2	0	0	1	0	2
GCA_037868645.1	2	0	0	0	0	2
GCA_037871675.1	2	0	0	0	0	2
GCA_037873445.1	2	0	0	1	0	2
GCA_037873495.1	2	0	0	1	1	2
GCA_037867765.1	2	0	0	0	0	2
GCA_037874255.1	2	0	0	1	0	2
GCA_037870795.1	2	0	0	0	0	2
GCA_037869965.1	2	0	0	0	0	2
GCA_037873185.1	2	0	0	0	0	2
GCA_037872245.1	2	0	1	0	0	2
GCA_037868805.1	2	0	0	1	0	2
GCA_037874895.1	2	0	0	0	0	2
GCA_037872705.1	2	0	0	0	0	2
GCA_037868985.1	2	0	0	0	0	2
GCA_037869045.1	2	0	0	0	0	2
GCA_037872345.1	2	0	0	1	0	2
GCA_037871135.1	2	0	0	0	0	2
GCA_037874675.1	2	0	1	0	0	2
GCA_037868595.1	2	0	0	0	0	2
GCA_037874975.1	2	0	0	0	0	2
GCA_037875185.1	2	0	0	1	0	2
GCA_037873285.1	2	0	0	0	0	2
GCA_037869645.1	2	0	0	0	0	2
GCA_037872165.1	2	0	0	1	0	2
GCA_037872775.1	2	0	1	0	0	2
GCA_037874135.1	2	0	0	1	0	2
GCA_037870715.1	2	0	0	1	0	2
GCA_037870895.1	2	0	0	0	0	2
GCA_037872945.1	2	0	0	0	0	2
GCA_037868455.1	2	0	0	0	0	2
GCA_037868615.1	2	0	0	0	0	2
GCA_037873755.1	2	0	0	0	0	2
GCA_037868135.1	2	0	1	0	0	2
GCA_037867935.1	2	0	1	0	0	2
GCA_037875055.1	2	0	1	0	0	2
GCA_037875225.1	2	0	0	0	0	2
GCA_037871715.1	2	0	0	0	0	2
GCA_037868785.1	2	0	0	0	0	2
GCA_037871155.1	2	0	1	0	0	2
GCA_037874655.1	2	0	0	0	0	2
GCA_037871055.1	2	0	0	0	0	2
GCA_037868725.1	2	0	0	0	0	2
GCA_037871315.1	2	0	0	0	0	2
GCA_037874595.1	2	0	0	0	0	2
GCA_037874275.1	2	0	0	0	0	2
GCA_037870215.1	2	0	0	0	0	2
GCA_037869845.1	2	0	0	0	0	2
GCA_037868575.1	2	0	0	0	0	2
GCA_037870375.1	2	0	1	0	0	2
GCA_037872665.1	2	0	1	0	0	2
GCA_037874095.1	2	0	0	0	0	2
GCA_037872125.1	2	0	0	0	0	2
GCA_037870105.1	2	0	0	0	0	2
GCA_037871795.1	2	0	0	0	0	2
GCA_037873365.1	2	0	0	0	0	2
GCA_037873735.1	2	0	1	0	0	2
GCA_037868495.1	2	0	0	0	0	2
GCA_037875015.1	2	0	0	0	0	2
GCA_037868685.1	2	0	0	0	0	2
GCA_037869165.1	2	0	1	0	0	2
GCA_037870315.1	2	0	0	0	0	2
GCA_037874875.1	2	0	0	1	0	2
GCA_037874575.1	2	0	0	0	0	2
GCA_037869585.1	2	0	1	0	0	2
GCA_037870025.1	2	0	0	0	0	2
GCA_037873405.1	2	0	0	0	0	2
GCA_037874915.1	2	0	0	0	0	2
GCA_037868295.1	2	0	0	1	0	2
GCA_037872185.1	2	0	1	0	0	2
GCA_037869765.1	2	0	0	1	1	2
GCA_037874455.1	2	0	0	1	0	2
GCA_037874155.1	2	0	0	1	0	2
GCA_037872825.1	2	0	0	0	0	2
GCA_037870495.1	2	0	1	0	0	2
GCA_037870955.1	2	0	0	1	0	2
GCA_037871775.1	2	0	0	0	0	2
GCA_037869665.1	2	0	0	1	0	2
GCA_037868195.1	2	0	0	0	0	2
GCA_037873695.1	2	0	0	0	0	2
GCA_037871095.1	2	0	0	0	0	2
GCA_037871985.1	2	0	0	0	0	2
GCA_037869565.1	2	0	0	0	0	2
GCA_037887685.1	2	0	0	0	0	2
GCA_037869365.1	2	0	1	0	0	2
GCA_037870235.1	2	0	0	0	0	2
GCA_037874695.1	2	0	0	0	0	2
GCA_037873245.1	2	0	1	0	0	2
GCA_037869225.1	2	0	0	0	0	2
GCA_037867885.1	2	0	0	0	0	2
GCA_037874215.1	2	0	0	0	0	2
GCA_037871835.1	2	0	1	0	0	2
GCA_037868655.1	2	0	0	0	0	2
GCA_037873715.1	2	0	0	1	0	2
GCA_037871735.1	2	0	0	0	0	2
GCA_037873875.1	2	0	0	0	1	2
GCA_037869945.1	2	0	1	0	0	2
GCA_037869145.1	2	0	0	1	0	2
GCA_037869305.1	2	0	1	0	0	2
GCA_037872865.1	2	0	0	0	0	2
GCA_037872405.1	2	0	0	0	0	2
GCA_037873595.1	2	0	0	0	0	2
GCA_037871815.1	2	0	0	0	0	2
GCA_037873635.1	2	0	0	0	0	2
GCA_037871035.1	2	0	0	0	0	2
GCA_037872305.1	2	0	1	0	0	2
GCA_037872385.1	2	0	1	0	0	2
GCA_037870655.1	2	0	0	1	0	2
GCA_037868475.1	2	0	0	1	0	2
GCA_037870595.1	2	0	0	0	0	2
GCA_037873935.1	2	0	0	0	0	2
GCA_037874855.1	2	0	0	0	0	2
GCA_037867965.1	2	0	0	1	0	2
GCA_037871075.1	2	0	0	0	0	2
GCA_037874535.1	2	0	0	0	0	2
GCA_037872885.1	2	0	0	0	0	2
GCA_037869465.1	2	0	0	0	0	2
GCA_037868515.1	2	0	0	0	0	2
GCA_037872605.1	2	0	1	0	0	2
GCA_037871935.1	2	0	0	0	0	2
GCA_037869385.1	2	0	0	1	0	2
GCA_037874035.1	2	0	0	0	0	2
GCA_037869525.1	2	0	0	0	0	2
GCA_037870435.1	2	0	0	1	0	2
GCA_037872045.1	2	0	0	0	0	2
GCA_037873025.1	2	0	0	1	0	2
GCA_037874075.1	2	0	0	0	0	2
GCA_037869725.1	2	0	0	0	0	2
GCA_037871695.1	2	0	0	0	0	2
GCA_037868705.1	2	0	0	0	0	2
GCA_037869825.1	2	0	0	0	0	2
GCA_037872085.1	2	0	0	0	0	2
GCA_037873145.1	2	0	0	0	0	2
GCA_037871175.1	2	0	0	1	0	2
GCA_037869425.1	2	0	1	0	0	2
GCA_037874235.1	2	0	0	0	0	2
GCA_037871965.1	2	0	0	0	0	2
GCA_037869125.1	2	0	0	0	0	2
GCA_037868275.1	2	0	0	0	0	2
GCA_037872205.1	2	0	0	0	0	2
GCA_037868055.1	2	0	0	1	0	2
GCA_037871275.1	2	0	1	0	0	2
GCA_037870125.1	2	0	1	0	0	2
GCA_037867875.1	2	0	0	0	0	2
GCA_037870165.1	2	0	0	1	0	2
GCA_037868315.1	2	0	0	0	0	2
GCA_037872845.1	2	0	0	1	0	2
GCA_037874935.1	2	0	0	0	0	2
GCA_037869865.1	2	0	0	0	0	2
GCA_037872585.1	2	0	0	0	0	2
GCA_037868885.1	2	0	0	0	0	2
GCA_037868095.1	2	0	0	0	0	2
GCA_037870255.1	2	0	1	0	0	2
GCA_037874775.1	2	0	0	0	0	2
GCA_037872505.1	2	0	0	0	0	2
GCA_037870065.1	2	0	0	0	0	2
GCA_037868845.1	2	0	0	0	0	2
GCA_037871755.1	2	0	0	0	0	2
GCA_037871225.1	2	0	0	1	0	2
GCA_037873085.1	2	0	0	1	0	2
GCA_037872985.1	2	0	1	0	0	2
GCA_037870735.1	2	0	0	1	0	2
GCA_037870535.1	2	0	0	1	1	2
GCA_037874955.1	2	0	0	0	0	2
GCA_037870695.1	2	0	1	0	0	2
GCA_037869065.1	2	0	0	0	0	2
GCA_037873465.1	2	0	0	1	0	2
GCA_037871215.1	2	0	0	0	0	2
GCA_037868075.1	2	0	0	0	0	2
GCA_037869005.1	2	0	1	0	0	2
GCA_037874755.1	2	0	0	0	0	2
GCA_037870395.1	2	0	0	0	0	2
GCA_037874495.1	2	0	0	0	0	2
GCA_037872325.1	2	0	0	0	0	2
GCA_037867805.1	2	0	0	0	0	2
GCA_037875135.1	2	0	0	1	0	2
GCA_037874435.1	2	0	1	0	0	2
GCA_037873385.1	2	0	0	0	0	2
GCA_037872485.1	2	0	1	0	0	2
GCA_037870475.1	2	0	0	0	0	2
GCA_037873045.1	2	0	0	1	0	2
GCA_037868235.1	2	0	0	0	0	2
GCA_041945085.1	2	0	2	0	2	2
GCA_041945065.1	2	0	2	0	2	2
GCA_037874615.1	2	0	0	1	0	2
GCA_037845095.1	2	2	1	2	2	2
GCA_037844015.1	2	2	1	2	2	2
GCA_037843975.1	2	2	1	2	2	2
GCA_037843935.1	2	2	1	2	2	2
GCA_037843915.1	2	2	1	2	2	2
GCA_037843615.1	2	2	1	2	2	2
GCA_037843555.1	2	2	1	2	2	2
GCA_037843475.1	2	2	1	2	2	2
GCA_037843195.1	2	2	1	2	2	2
GCA_037843175.1	2	2	1	2	2	2
GCA_037842905.1	2	2	1	2	2	2
GCA_037844405.1	2	2	1	2	2	2
GCA_037845915.1	2	2	1	2	2	2
GCA_037845375.1	2	2	1	2	2	2
GCA_037845615.1	2	2	1	2	2	2
GCA_037844805.1	2	2	1	2	2	2
GCA_037846325.1	2	2	1	2	2	2
GCA_037845515.1	2	2	1	2	2	2
GCA_037844845.1	2	2	1	2	2	2
GCA_037844055.1	2	2	1	2	2	2
GCA_037843835.1	2	2	1	2	2	2
GCA_037842945.1	2	2	1	2	2	2
GCA_037845115.1	2	2	1	2	2	2
GCA_037843895.1	2	2	1	2	2	2
GCA_037842965.1	2	2	1	2	2	2
GCA_037842885.1	2	2	1	2	2	2
GCA_037843515.1	2	2	1	2	2	2
GCA_037843675.1	2	2	1	2	2	2
GCA_037844035.1	2	2	1	2	2	2
GCA_037845075.1	2	2	1	2	2	2
GCA_037844985.1	2	2	1	2	2	2
GCA_037843575.1	2	2	1	2	2	2
GCA_037843335.1	2	2	1	2	2	2
GCA_037843415.1	2	2	1	2	2	2
GCA_037844075.1	2	2	1	2	2	2
GCA_037844325.1	2	2	1	2	2	2
GCA_037875325.1	2	2	1	2	2	2
GCA_037843255.1	2	2	1	2	2	2
GCA_037843215.1	2	2	1	2	2	2
GCA_037845195.1	2	2	1	2	2	2
GCA_037843955.1	2	2	1	2	2	2
GCA_037844565.1	2	2	1	2	2	2
GCA_037843315.1	2	2	1	2	2	2
GCA_037845435.1	2	2	1	2	2	2
GCA_037843585.1	2	2	1	2	2	2
GCA_037843235.1	2	2	1	2	2	2
GCA_037875405.1	2	2	1	2	2	2
GCA_037842345.1	2	2	1	2	2	2
GCA_037842325.1	2	2	1	2	2	2
GCA_042262665.1	2	2	1	1	2	2
GCA_042262705.1	2	2	1	1	2	2
GCA_042262815.1	2	2	1	1	2	2
GCA_042172305.1	2	2	1	2	2	2
GCA_037843085.1	2	2	0	2	2	2
GCA_037845315.1	2	2	0	2	2	2
GCA_042265635.1	2	2	0	0	2	2
GCA_042261515.1	2	2	0	0	2	2
GCA_042276525.1	2	2	0	0	2	2
GCA_042261225.1	2	2	0	0	2	2
GCA_042279545.1	2	2	0	0	2	2
GCA_042262565.1	2	2	0	1	2	2
GCA_042261505.1	2	2	0	0	2	2
GCA_042261685.1	2	2	0	0	2	2
GCA_042276965.1	2	2	0	0	2	2
GCA_042265385.1	2	2	0	0	2	2
GCA_042276805.1	2	2	0	0	2	2
GCA_042276895.1	2	2	0	0	2	2
GCA_042264905.1	2	2	0	0	2	2
GCA_042262345.1	2	2	0	1	2	2
GCA_042261865.1	2	2	0	0	2	2
GCA_042265285.1	2	2	0	0	2	2
GCA_042262065.1	2	2	0	1	2	2
GCA_042279425.1	2	2	0	0	2	2
GCA_042261345.1	2	2	0	0	2	2
GCA_042260915.1	2	2	0	0	2	2
GCA_042278825.1	2	2	0	0	2	2
GCA_042264785.1	2	2	0	0	2	2
GCA_042260975.1	2	2	0	0	2	2
GCA_042278905.1	2	2	0	0	2	2
GCA_042278645.1	2	2	0	0	2	2
GCA_042276925.1	2	2	0	0	2	2
GCA_042261745.1	2	2	0	0	2	2
GCA_042264425.1	2	2	0	0	2	2
GCA_042264585.1	2	2	0	0	2	2
GCA_042265075.1	2	2	0	0	2	2
GCA_042263165.1	2	2	0	0	2	2
GCA_042278965.1	2	2	0	0	2	2
GCA_042276985.1	2	2	0	0	2	2
GCA_042278815.1	2	2	0	0	2	2
GCA_042279515.1	2	2	0	0	2	2
GCA_042278725.1	2	2	0	0	2	2
GCA_042264335.1	2	2	0	0	2	2
GCA_042276675.1	2	2	0	0	2	2
