	chloramphenicol	trimethoprim_sulfamethoxazole	ampicillin	nalidixic_acid	ciprofloxacin	amoxicillin_clavulanic_acid	ceftriaxone	azithromycin	sulfisoxazole	cefoxitin	gentamicin	tetracycline	ceftiofur	kanamycin	enrofloxacin	streptomycin	ceftazidime	colistin	ampicillin_sulbactam	cefotaxime	spectinomycin	sulfamethoxazole	trimethoprim	cefazolin	sulphathiazole
GCA_007864785.2	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007862245.2	0	0	1	0	0	0	0	0	0	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007977065.2	0	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011185315.2	0	0	1	0	0	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010007645.2	0	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010940075.2	0	0	1	1	2	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011480175.2	0	0	1	1	2	1	1	0	0	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011182555.2	0	0	1	1	1	0	1	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010964235.2	0	0	1	1	1	0	1	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_011311395.2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010965815.2	0	0	1	0	0	1	1	0	0	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011184255.2	0	0	1	0	0	1	0	0	0	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011480755.2	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_011312595.2	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008727635.1	0	1	1	2	0	2	1	2	1	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_008727595.1	0	0	1	2	0	2	1	2	0	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_008727555.1	0	0	0	2	1	2	0	2	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_008973585.1	0	0	0	2	0	2	0	2	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_008750115.2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008759735.2	0	0	1	1	1	0	1	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008857885.2	0	0	0	1	2	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008918345.2	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008918865.2	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008918025.2	0	1	1	0	0	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008917945.2	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010804465.2	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010729545.2	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_017220735.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017220865.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017221075.1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017220655.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017220815.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017220855.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017220675.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017220615.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017177295.1	0	0	0	1	1	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017062195.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017061495.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017029735.1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017236855.1	0	1	1	0	1	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017256055.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031775.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031705.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031875.1	0	1	1	0	0	0	1	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031795.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017338385.1	0	0	0	1	2	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017338465.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017496345.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017492445.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031555.1	0	1	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031455.1	0	0	0	1	2	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031655.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031535.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018269195.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031475.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017583385.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017583345.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017895185.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017926975.1	0	1	0	1	1	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031295.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031275.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018204515.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031215.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018253975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018280785.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_040256175.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018477625.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018477725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_037417755.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018982085.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018481605.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046029955.1	0	0	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046029925.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046029825.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046031155.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046029915.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018416235.1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018493175.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018493415.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018493835.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018518065.1	0	0	1	0	0	1	1	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025715.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025735.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025655.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025675.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018835685.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018801005.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018800985.1	0	0	1	0	0	1	1	0	0	1	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018800965.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018801325.1	0	0	1	0	0	1	1	0	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018834025.1	0	1	0	1	1	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019022285.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019066265.1	0	0	1	0	0	1	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019076245.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019076385.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019108385.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019108485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019108505.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019107805.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019186525.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019200475.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019208545.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025615.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019379695.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019379255.1	0	0	1	0	0	1	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019598325.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019759155.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019759075.1	0	0	1	0	0	1	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019759135.1	0	0	0	0	0	0	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019759095.1	0	0	1	0	0	1	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019680555.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019680575.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019679495.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019693075.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019693115.1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019708735.2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019848945.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019842625.1	0	0	1	1	1	0	1	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019842665.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019931455.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025365.1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025475.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025355.1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025535.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025435.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025495.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020044385.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020044485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020065285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020065185.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020095055.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020096075.1	0	0	1	0	0	1	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025415.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025395.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025335.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020336735.1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020424505.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025315.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025255.1	0	0	0	0	0	0	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025265.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025295.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046025215.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020525425.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020525445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020586785.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020643515.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020842145.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046024035.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046024015.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046024055.1	0	0	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020777835.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020847835.1	0	0	1	0	0	1	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020814255.2	0	0	1	0	0	1	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020863065.1	0	0	1	1	1	0	1	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023975.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023955.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023935.1	0	1	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020896595.1	0	0	1	0	0	1	1	0	0	1	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020894815.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021105995.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021105175.1	0	1	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022375815.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021105335.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021031835.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021097265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021232895.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023815.1	0	0	1	0	0	1	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023855.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023875.1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023895.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023835.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021348765.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021357005.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023775.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021449885.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023715.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046042935.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023755.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046042895.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023735.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023655.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023675.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023575.1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023635.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023695.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021527165.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021525575.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_021691375.2	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_040255135.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023415.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023435.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022374615.1	0	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022359075.1	0	0	1	1	1	0	1	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_023563865.1	0	0	0	1	1	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022362915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023355.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022384755.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022381655.1	0	0	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022381635.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022381605.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022380335.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022381695.1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022381805.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022384735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022380255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022381515.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022382975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022428905.2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022437525.1	0	0	1	1	1	0	1	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022481525.1	0	0	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022481165.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022481265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022481305.1	0	0	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022583195.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022595275.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022481185.1	0	0	0	1	2	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022595255.1	0	0	1	1	1	0	1	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023315.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023115.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023175.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023135.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046022915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046022935.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046022975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_046023055.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
