	chloramphenicol	trimethoprim_sulfamethoxazole	ampicillin	nalidixic_acid	ciprofloxacin	amoxicillin_clavulanic_acid	ceftriaxone	azithromycin	sulfisoxazole	cefoxitin	gentamicin	tetracycline	ceftiofur	kanamycin	enrofloxacin	streptomycin	ceftazidime	colistin	ampicillin_sulbactam	cefotaxime	spectinomycin	sulfamethoxazole	trimethoprim	cefazolin	sulphathiazole
GCA_015227185.1	0	0	0	0	1	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015239475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015238215.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015237055.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015254295.1	0	1	1	0	1	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_015252975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015252495.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015252175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015251255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015251155.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015250995.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015249775.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015269975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015289365.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015279265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015297225.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015297265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015314565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015309845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015311475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015326525.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015325225.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015323565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015344345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015380425.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015380445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015380985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015378485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015383985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015378645.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015372605.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015376565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015375125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015371965.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015371845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015373205.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015443905.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015443665.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015439125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015441765.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015440425.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015474345.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015482605.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015510555.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015518545.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015532715.1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015532795.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015524405.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015532375.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015529385.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015528985.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015536285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015536365.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016121775.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015540405.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015541905.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015564075.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015562125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015561925.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015598535.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_015598315.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015598195.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015642845.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015690445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015955965.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015915475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015687935.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015927565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015925425.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015924545.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015923305.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015693105.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015696585.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015879125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015707155.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015710795.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015823205.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015853485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015843695.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015843035.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015840475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015867925.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015909585.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015907225.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015937725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_015935245.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018269635.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016142855.1	0	0	1	1	1	0	1	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016142115.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016141375.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016141195.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016139315.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016139675.1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016135255.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016134975.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016132675.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_022569735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016243875.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016248575.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016244175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016245795.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016245655.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016306045.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018269515.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_018269435.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_016312005.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016309785.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016309605.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016347045.1	0	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016438635.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016447065.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016533235.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016543945.1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016607715.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016606725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016606535.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016606025.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016604085.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016602725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016740825.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016626725.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016632105.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016640475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016639175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016638955.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016638365.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018269375.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016727745.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016726785.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017250775.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017241275.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017226235.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017222755.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017219895.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017191815.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017201935.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017194115.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017191395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017186735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017185175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017178015.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017175335.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017170355.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017136475.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017059735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017022735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017021295.1	0	0	1	0	0	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_017009095.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016995235.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018269115.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_016972855.1	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019894225.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020137235.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017286995.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017292005.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017331965.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017339735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017340555.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017335325.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017362865.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017361485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017371695.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017500585.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017570965.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017579185.1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017575045.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017574445.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017585865.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017583885.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017586765.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017659295.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017604565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017658415.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017689235.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017808395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017838935.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017894885.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017901255.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017927135.1	0	0	0	1	1	0	0	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017956275.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018007315.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018041565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018099505.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018106705.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018108355.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018117045.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018493455.1	0	0	0	0	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018193075.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018190895.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018196315.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018260635.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018275665.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018301865.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020126575.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020127675.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018481025.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018480865.1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018483485.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018357145.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018963735.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018387765.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018980285.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018387265.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018408915.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018523275.1	0	0	1	0	0	1	1	0	0	1	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018494995.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018535065.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018533125.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018808565.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018768165.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018620035.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018685365.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018696175.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018724745.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018753775.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018753395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018748785.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018774245.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018773585.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018772745.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018770985.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018832425.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018876995.1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018876615.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018876395.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018875515.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018937195.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018904885.1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018887875.1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
