	ceftazidime	colistin	trimethoprim_sulfamethoxazole	ciprofloxacin	tobramycin	amikacin	ampicillin	cefoxitin	azithromycin	gentamicin	cefotaxime	tetracycline	nalidixic_acid	ertapenem	ceftriaxone	sulfisoxazole	streptomycin	ticarcillin_clavulanic_acid	trimethoprim	cefpirome	temocillin
GCA_026503125.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503345.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503135.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503105.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503165.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503385.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503065.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503025.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503045.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026503085.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502985.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502965.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502945.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502925.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502905.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502885.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502865.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502825.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502845.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026502665.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026491525.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026490045.1	0	0	1	2	1	0	1	0	1	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026489065.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492745.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492585.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492325.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026501185.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026493105.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492865.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026492045.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026491805.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026698245.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026488925.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026483185.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026481145.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480925.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	1	2	2	2
GCA_026480785.1	0	0	1	2	1	0	1	0	0	1	2	1	2	2	1	2	2	0	2	2	2
GCA_026480445.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026873055.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	1	2	2	2
GCA_026506105.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026693395.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026505825.1	0	0	1	2	0	0	0	0	0	0	2	1	2	2	0	2	2	0	2	2	2
GCA_026505645.1	0	0	1	2	0	0	1	0	0	0	2	1	2	2	1	2	2	0	2	2	2
GCA_014023515.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030815.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033415.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014030455.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014027515.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014027795.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014007535.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014012335.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014034625.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032375.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030955.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014029435.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014029595.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014027975.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014033115.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033385.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031895.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014029655.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014015795.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031275.2	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014006855.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030715.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014031155.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014031495.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014031415.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014034015.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014028135.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031515.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014034255.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031335.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	0	0	0
GCA_014033125.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014012015.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014029895.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014023095.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014020975.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014015875.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014034335.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014030435.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030515.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014031975.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014027195.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031375.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014011795.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014027635.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032975.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031575.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030755.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014008665.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014006195.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032135.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014007595.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014019775.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014016615.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014029995.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014030635.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014014015.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014020655.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014029795.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032395.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014009755.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014033995.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014029555.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032495.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031215.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032195.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014012635.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014032795.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014033375.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014029635.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014031395.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014034355.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031555.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032545.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014033745.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0
GCA_014033165.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014009475.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014011395.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014030475.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014010175.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033495.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014012395.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014023715.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014029475.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014019195.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014032335.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014031625.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014034455.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014031295.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014009595.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032415.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014011015.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030495.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014026975.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014029935.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014034095.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032255.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014017795.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014022735.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030295.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030365.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014033615.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014026795.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031835.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0
GCA_014032815.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014033475.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014027235.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014011275.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014030315.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014029975.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014032995.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033255.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014032875.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014018595.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014034385.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014026995.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032635.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014033035.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014033955.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014017115.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032315.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014029755.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014030015.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014020135.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032435.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014033975.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014009175.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014017035.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032075.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032055.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014017675.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014032955.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033715.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033445.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014034195.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014030655.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014034035.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014011375.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031595.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014027015.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033095.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014033675.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014034535.1	0	2	2	0	1	1	0	0	0	1	0	0	0	0	2	2	1	2	1	0	0
GCA_014029715.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014034135.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014030035.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031715.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014029495.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014031355.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014014535.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031915.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033215.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014025435.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014032655.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014024675.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_012757215.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033635.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014029515.1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0
GCA_014033275.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_020378505.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1	0	0
GCA_014033795.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014030695.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014031015.1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	2	0	0	0
GCA_014029955.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033285.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030795.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031055.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014005795.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014030075.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014029685.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014032695.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014031075.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014025775.1	0	2	2	1	2	2	0	0	0	2	0	1	1	0	2	2	2	2	1	0	0
GCA_014025355.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014033595.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031475.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014029775.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014008195.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014031235.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033765.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014020755.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014033155.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014034435.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_014024875.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014030535.1	0	2	2	1	1	1	0	0	0	1	0	0	1	0	2	2	1	2	1	0	0
GCA_014032675.1	0	2	2	1	1	1	0	0	0	1	0	1	1	0	2	2	1	2	1	0	0
GCA_014009735.1	0	2	2	0	1	1	0	0	0	1	0	1	0	0	2	2	1	2	1	0	0
GCA_009664515.1	0	2	1	0	0	2	1	2	2	2	0	2	2	2	2	2	2	1	1	2	2
GCA_046376405.1	0	2	2	1	2	2	1	0	2	0	1	1	1	2	2	2	2	2	1	2	2
GCA_046376365.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376385.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376345.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376325.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376305.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376285.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376245.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376265.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376185.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376205.1	0	2	2	0	2	2	1	0	2	0	0	0	1	2	2	2	2	2	1	2	2
GCA_046376225.1	0	2	2	1	2	2	1	0	2	0	0	0	1	2	2	2	2	2	1	2	2
GCA_046376145.1	0	2	2	1	2	2	0	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046376085.1	0	2	2	0	2	2	1	0	2	0	0	0	1	2	2	2	2	2	1	2	2
GCA_046375985.1	0	2	2	1	2	2	1	0	2	0	1	0	1	2	2	2	2	2	1	2	2
GCA_046375965.1	0	2	2	1	2	2	1	0	2	0	1	0	1	2	2	2	2	2	1	2	2
GCA_046370605.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046370545.1	0	2	2	1	2	2	1	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046370585.1	0	2	2	1	2	2	1	0	2	0	1	0	1	2	2	2	2	2	1	2	2
GCA_046370485.1	0	2	2	0	2	2	0	0	2	0	0	1	1	2	2	2	2	2	1	2	2
GCA_046370465.1	0	2	2	1	2	2	1	0	2	0	1	0	1	2	2	2	2	2	1	2	2
GCA_046370425.1	0	2	2	1	2	2	0	0	2	0	0	0	1	2	2	2	2	2	1	2	2
GCA_013474555.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_013473755.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_013472415.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_013468385.1	2	1	1	0	2	2	0	0	0	0	2	1	0	2	0	1	2	2	2	2	2
GCA_013459995.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_013456835.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_013436595.1	2	1	1	0	2	2	0	0	0	0	2	1	0	2	0	1	2	2	2	2	2
GCA_013584435.1	2	1	1	1	2	2	1	0	1	0	2	1	1	2	1	1	2	2	2	2	2
GCA_013453615.1	2	1	1	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_013871975.1	2	1	1	0	2	2	0	0	0	0	2	1	0	2	0	1	2	2	2	2	2
GCA_014184275.1	2	1	1	0	2	2	1	0	1	0	2	1	1	2	1	1	2	2	2	2	2
GCA_014241755.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_014241655.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_014241155.1	2	1	1	1	2	2	1	0	1	0	2	1	1	2	0	1	2	2	2	2	2
