	cefotaxime	ampicillin	cefuroxime	gentamicin	tobramycin	trimethoprim	ciprofloxacin	amoxicillin_clavulanic_acid	amikacin	ampicillin_sulbactam	ceftazidime	ertapenem	cefoxitin	imipenem	levofloxacin	meropenem	cefazolin	cefepime	pentizidone	tetracycline	azithromycin	chloramphenicol	ceftriaxone	nalidixic_acid	trimethoprim_sulfamethoxazole	aztreonam	doxycycline	moxifloxacin	piperacillin_tazobactam	streptomycin	sulfisoxazole	ceftiofur	kanamycin	ceftazidime_clavulanic_acid	cefpodoxime	piperacillin	colistin	sulfamethoxazole	nitrofurantoin	cefotaxime_clavulanic_acid	norfloxacin
GCA_012603175.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012603495.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603335.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603515.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603005.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603675.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603695.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603115.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603615.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603595.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603475.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602915.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603095.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012603635.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012602855.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_015322365.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603575.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012603355.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602135.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602835.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602755.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602795.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602695.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_016232995.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602815.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012602575.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602715.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602595.1	2	0	2	0	2	2	1	0	2	2	2	2	0	2	2	0	2	2	2	1	0	1	0	0	1	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012602515.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012602555.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602635.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602535.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602395.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602415.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602495.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602475.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602275.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012602455.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602375.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602335.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602355.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012602235.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602095.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602035.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012602155.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602055.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602255.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012602175.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602075.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012602015.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012601995.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600205.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012601915.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012601875.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	1	0	0	1	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012601895.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601935.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012601955.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601795.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601855.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012601755.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601685.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601835.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012601715.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012601735.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601615.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601675.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601595.2	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601635.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601535.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601515.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601555.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601455.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601405.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600365.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601395.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601335.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600305.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012600155.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600345.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600915.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600325.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012600975.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012600835.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601375.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601355.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012601305.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601275.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601295.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601155.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601175.1	2	0	2	0	2	2	1	0	2	2	2	2	0	2	2	0	2	2	2	1	0	1	0	0	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012601215.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601115.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600775.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601195.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600645.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012600685.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600625.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600795.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012601055.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012601015.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012600565.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600605.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012600485.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012600525.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600465.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600425.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	1	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600545.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600505.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012600405.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600955.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012600935.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600245.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012599055.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012599105.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012597905.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598885.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012599395.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600265.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012599185.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012599615.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012597785.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012597885.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2
GCA_012598025.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012598515.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012598505.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598245.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598485.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598185.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598005.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598405.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598285.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598345.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012619725.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598225.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598145.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598165.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598085.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598265.1	2	0	2	1	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598295.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598045.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598655.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598705.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012599815.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598625.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012600065.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
GCA_012598605.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	1	0	0	0	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_012600115.1	2	0	2	0	2	2	1	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	1	0	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2
GCA_012599545.1	2	0	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
