	cefotaxime	ampicillin	cefuroxime	gentamicin	tobramycin	trimethoprim	ciprofloxacin	amoxicillin_clavulanic_acid	amikacin	ampicillin_sulbactam	ceftazidime	ertapenem	cefoxitin	imipenem	levofloxacin	meropenem	cefazolin	cefepime	pentizidone	tetracycline	azithromycin	chloramphenicol	ceftriaxone	nalidixic_acid	trimethoprim_sulfamethoxazole	aztreonam	doxycycline	moxifloxacin	piperacillin_tazobactam	streptomycin	sulfisoxazole	ceftiofur	kanamycin	ceftazidime_clavulanic_acid	cefpodoxime	piperacillin	colistin	sulfamethoxazole	nitrofurantoin	cefotaxime_clavulanic_acid	norfloxacin
GCA_000819015.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000798135.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	1	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000798155.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_000831335.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_000797775.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798015.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798035.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	1	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_000798415.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_000819145.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_000819165.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000819305.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	1	0	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000819185.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798455.1	2	1	2	0	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	1	1	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000798475.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000819205.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798095.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	0	1	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_000798115.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_000797935.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_000797955.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_000797655.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_000798575.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_000819225.1	2	1	2	1	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
GCA_000797975.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	1	2	2	2	2	0	1	0	1	2	2	2	2	2	2	2	2
GCA_000797995.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_000798215.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	0	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_000798235.1	2	1	2	0	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	2	0	0	1	0	0	2	2	2	2	0	0	1	0	2	2	2	2	2	2	2	2
GCA_000798535.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798555.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798495.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000797605.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000797585.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	0	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_000797575.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000819245.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000819265.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	0	0	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000797695.1	2	1	2	0	2	2	1	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	0	1	0	2	2	2	2	0	1	0	0	2	2	2	2	2	2	2	2
GCA_000797715.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	0	1	1	0	2	2	2	2	2	2	2	2
GCA_000819285.1	2	1	2	0	2	2	0	1	2	2	2	2	1	2	2	2	2	2	2	2	0	1	1	0	0	2	2	2	2	1	1	1	0	2	2	2	2	2	2	2	2
GCA_000797815.1	2	1	2	1	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	1	2	2	2	2	1	1	0	0	2	2	2	2	2	2	2	2
GCA_000798175.1	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	1	2	2	2	2	1	1	0	1	2	2	2	2	2	2	2	2
GCA_001874785.1	2	1	2	0	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2
GCA_003571685.1	2	1	2	1	2	2	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	2	1	2	1	0	2	2	0	2	2	2	2	2	2	2	1	2	0	2	2
GCA_002055635.1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	0	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003757575.2	2	1	2	0	2	2	0	0	2	2	2	2	0	2	2	2	2	2	2	0	2	0	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782815.1	2	1	2	1	2	2	0	2	2	1	0	2	2	0	0	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782795.1	2	1	2	1	2	2	1	2	2	1	1	2	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782755.1	2	1	2	0	2	2	0	2	2	1	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782715.1	2	1	2	1	2	2	1	2	2	1	0	0	2	0	1	2	1	0	2	2	2	2	1	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782675.1	2	1	2	0	2	2	1	2	2	1	0	2	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782635.1	2	1	2	0	2	2	0	2	2	0	0	0	2	0	0	0	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782615.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782595.1	2	1	2	0	2	2	0	2	2	1	1	0	2	0	0	2	1	2	2	2	2	2	0	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782575.1	2	1	2	0	2	2	1	2	2	1	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782555.1	2	1	2	0	2	2	0	2	2	1	1	0	2	0	0	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782535.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782515.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782495.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782475.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782455.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782435.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782335.1	2	1	2	0	2	2	0	2	2	0	0	0	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782355.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782295.1	2	1	2	1	2	2	1	2	2	1	0	0	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782275.1	2	1	2	0	2	2	1	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	1	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782255.1	2	1	2	1	2	2	1	2	2	1	0	2	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782215.1	2	1	2	0	2	2	0	2	2	1	0	0	2	0	0	2	0	0	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782195.1	2	1	2	0	2	2	1	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782175.1	2	1	2	1	2	2	1	2	2	1	0	0	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782155.1	2	1	2	1	2	2	1	2	2	1	1	0	2	0	1	2	1	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782135.1	2	1	2	1	1	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782095.1	2	1	2	0	2	2	1	2	2	1	0	0	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782115.1	2	1	2	1	2	2	1	2	2	0	0	0	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782075.1	2	1	2	1	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782055.1	2	1	2	0	2	2	0	2	2	1	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782015.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781995.1	2	1	2	0	2	2	0	2	2	1	1	0	2	0	0	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781955.1	2	1	2	0	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781935.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781915.1	2	1	2	0	2	2	1	2	2	1	1	2	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781895.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781875.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781805.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781835.1	2	1	2	1	2	2	1	2	2	1	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781795.1	2	1	2	0	2	2	1	2	2	1	0	2	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781775.1	2	1	2	1	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781715.1	2	1	2	0	2	2	0	2	2	1	0	0	2	0	0	2	0	0	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781695.1	2	1	2	1	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781675.1	2	1	2	0	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781655.1	2	1	2	0	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781635.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781595.1	2	1	2	1	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781605.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781485.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779005.1	2	1	2	1	1	2	1	2	2	1	0	0	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779025.1	2	1	2	0	2	2	0	2	2	0	0	0	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779125.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000778915.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000778765.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779455.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779615.1	2	1	2	0	2	2	0	2	2	0	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779775.1	2	1	2	0	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779935.1	2	1	2	0	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779975.1	2	1	2	0	2	2	0	2	2	1	0	2	2	0	0	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780395.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780455.1	2	1	2	0	2	2	1	2	2	0	0	0	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779265.1	2	1	2	0	2	2	1	2	2	1	0	2	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779075.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	1	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780515.1	2	1	2	0	2	2	1	2	2	1	1	0	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780075.1	2	1	2	0	2	2	1	2	2	1	1	1	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779655.1	2	1	2	0	2	2	1	2	2	1	1	1	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780255.1	2	1	2	1	2	2	1	2	2	1	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779155.1	2	1	2	0	2	2	1	2	2	1	1	2	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779365.1	2	1	2	1	2	2	1	2	2	1	1	1	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779095.1	2	1	2	1	2	2	1	2	2	1	1	1	2	0	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000778875.1	2	1	2	0	2	2	0	2	2	0	2	2	2	2	0	0	0	2	2	2	2	2	2	2	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000781515.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779175.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780375.1	2	1	2	0	2	2	1	2	2	1	0	0	2	0	1	2	1	0	2	2	2	2	0	2	1	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000782415.1	2	1	2	0	2	2	1	2	2	0	0	2	2	0	1	2	0	2	2	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012676165.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012676005.1	2	1	1	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675965.1	2	1	0	1	1	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675905.1	2	1	1	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675945.1	2	1	0	0	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675705.1	2	1	0	0	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675645.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675615.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675605.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675585.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675525.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675545.1	2	1	0	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675565.1	2	1	1	0	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675505.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675425.1	2	1	1	0	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675335.1	2	1	0	0	0	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675435.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675355.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675325.1	2	1	1	0	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675405.1	2	1	0	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675295.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675265.1	2	1	0	1	1	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675285.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675225.1	2	1	0	1	1	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675155.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675145.1	2	1	0	0	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675205.1	2	1	0	0	1	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675125.1	2	1	0	0	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675045.1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012675085.1	2	1	1	0	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
